0,0.03584,0.00672,0.00192,0.0016,0.00736,0.01248,0.00928,0,0.00032,0,0,0.00032,0.00096,0.00032,0,0,0,0,0.00032,0.00192,0.00128,0.0016,0,0.00064,0,0,0,0,0,0.00512,0,0,0.00032,0,0,0.00032,0,0.00032,0,0.00032,0,0.00064,0.00128,0.00032,0.00256,0,0,0,0,0,0.00128,0,0.00128,0.00288,0,0.00064,0,0.00064,0,0,0,0,0,0
0.041930618,0,0.140573152,0.009351433,0.085972851,0.153544495,0.047963801,0.007843137,0.000301659,0.000603318,0.000904977,0.000301659,0.001809955,0.008446456,0.001809955,0,0.000603318,0,0,0,0.010859729,0.006636501,0.000603318,0,0.002111614,0,0.000603318,0.000301659,0.000301659,0,0.002413273,0,0,0.000603318,0.000301659,0,0,0.000301659,0,0,0,0.000603318,0.001206637,0,0.000301659,0.000301659,0,0,0,0,0.000301659,0,0,0.000301659,0.000301659,0,0,0,0.000301659,0.000603318,0,0,0,0,0
0.005711448,0.114725602,0,0.168363546,0.042215048,0.004221505,0.003973181,0.004469829,0,0.000248324,0.001241619,0.000993295,0.005463124,0.010926248,0.001489943,0,0.000248324,0,0,0.000248324,0.002483238,0.002234914,0,0,0.000248324,0,0.000248324,0.000248324,0.000744971,0,0.000248324,0,0,0,0,0.000248324,0,0,0,0,0,0,0,0,0,0.000496648,0,0,0,0,0.000248324,0,0,0,0.000496648,0.000248324,0,0,0,0.000248324,0,0,0,0,0
0.001730104,0.008304498,0.235986159,0,0.012802768,0.000346021,0.005536332,0.000692042,0,0.000692042,0.001038062,0.003460208,0.147750865,0.115916955,0.003114187,0,0,0,0,0.001384083,0.006574394,0.000692042,0.000346021,0,0.000346021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346021,0,0,0,0,0,0,0,0,0,0,0,0.000346021,0,0.000346021,0.000346021,0,0,0.000346021,0,0.000346021,0,0,0
0.013407821,0.416759777,0.226815642,0.052513966,0,0.277094972,0.027932961,0.003351955,0,0.002234637,0.003351955,0,0.006703911,0.116201117,0.002234637,0.002234637,0,0,0,0,0.064804469,0.008938547,0.001117318,0.001117318,0,0,0,0,0.001117318,0,0,0,0,0,0,0.001117318,0,0,0,0,0,0,0,0,0,0,0,0,0.001117318,0,0,0,0,0,0.001117318,0,0,0,0,0,0,0,0,0,0
0.02815979,0.388998035,0.011787819,0.001309758,0.136869679,0,0.521283563,0.012442698,0,0,0.000654879,0,0.000654879,0.007858546,0.001964637,0,0,0,0,0.001309758,0.050425671,0.146692862,0.001309758,0.000654879,0.002619515,0.000654879,0,0.000654879,0,0,0.000654879,0,0.001309758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011127379,0.036603221,0.00556369,0.004978038,0.005856515,0.155197657,0,0.241288433,0,0.000585652,0.001171303,0.000292826,0.004392387,0.005270864,0.002928258,0,0.000585652,0,0.000585652,0.003513909,0.016398243,0.190043924,0.024597365,0.001171303,0.006442167,0.000292826,0.001171303,0.001756955,0.003221083,0.000878477,0.010541728,0.000292826,0,0.001171303,0,0,0,0,0,0,0.000585652,0.001464129,0.003221083,0,0,0,0.000292826,0,0.000292826,0,0.000292826,0.000292826,0.000292826,0.000292826,0,0.000292826,0,0,0,0.000292826,0,0,0,0.000292826,0
0.010680908,0.022696929,0.012016021,0.003337784,0.006008011,0.022029372,0.623497997,0,0,0,0,0.000667557,0.00200267,0.004672897,0.000667557,0,0,0,0.001335113,0.001335113,0.007343124,0.042723632,0.023364486,0.004672897,0.027369826,0.00200267,0,0.002670227,0.014686248,0.006675567,0.097463284,0,0.000667557,0.001335113,0,0,0,0,0.000667557,0,0.000667557,0.000667557,0.00200267,0.005340454,0.000667557,0.009345794,0,0.000667557,0,0.000667557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000667557,0.000667557
0,0.000986193,0.000986193,0,0,0.000986193,0,0,0,0.828402367,0.003944773,0.003944773,0,0.001972387,0,0.00887574,0.081854043,0.019723866,0.001972387,0.000986193,0,0,0.000986193,0,0.000986193,0.004930966,0.00295858,0.000986193,0,0.000986193,0,0,0,0,0,0,0.000986193,0,0,0,0,0,0,0,0,0.000986193,0,0,0,0,0,0,0,0.000986193,0,0,0,0,0,0,0,0,0,0,0
0.000542299,0,0.000361533,0.000723066,0.000361533,0,0,0,0.098156182,0,0.172451193,0.012111352,0.004519161,0.001265365,0.011749819,0.051156905,0.031814895,0.001265365,0.00813449,0.003434563,0.00253073,0.000723066,0.002892263,0.000903832,0.000723066,0.000542299,0,0.000542299,0.001084599,0,0.000180766,0.000180766,0.000180766,0.000361533,0,0,0,0.000180766,0,0,0,0,0,0,0,0,0,0,0,0.000180766,0,0,0,0,0.000180766,0.000180766,0,0,0,0,0,0,0,0,0
