Patch1_Us,Patch1_Ls,Patch2_Us,Patch2_Rs,Patch3_Us,Distance,Alpha,Lambda,Beta,Var,Total_prop_Ls
45,2,45,2,50,1,0.01,0.0075,3.5,0,1
45,2,45,2,50,1,0.01,0.0075,3.6,2.25E-42,3.56E-14
45,2,45,2,50,1,0.01,0.0075,3.7,5.27E-44,-3.26E-15
45,2,45,2,50,1,0.01,0.0075,3.8,1.47E-42,-1.99E-14
45,2,45,2,50,1,0.01,0.0075,3.9,0,1
45,2,45,2,50,1,0.01,0.0075,4,5.25E-43,-5.08E-16
45,2,45,2,50,1,0.01,0.0075,4.1,2.03E-45,9.24E-15
45,2,45,2,50,1,0.01,0.0075,4.2,0,1
45,2,45,2,50,1,0.01,0.0075,4.3,4.13E-44,4.06E-15
45,2,45,2,50,1,0.01,0.0075,4.4,1.55E-43,-4.95E-15
45,2,45,2,50,1,0.01,0.0075,4.5,1.60E-43,-1.78E-14
45,2,45,2,50,1,0.01,0.0075,4.6,1.18E-44,3.19E-15
45,2,45,2,50,1,0.01,0.0075,4.7,2.16E-42,-2.13E-14
45,2,45,2,50,1,0.01,0.0075,4.8,0,1
45,2,45,2,50,1,0.01,0.0075,4.9,0,1
45,2,45,2,50,1,0.01,0.0075,5,2.16E-44,-2.00E-14
45,2,45,2,50,1,0.01,0.008,1,1.17E-29,0.5
45,2,45,2,50,1,0.01,0.008,1.1,2.44E-26,0.5
45,2,45,2,50,1,0.01,0.008,1.2,7.28E-18,0.49991
45,2,45,2,50,1,0.01,0.008,1.3,8.61E-14,0.68386
45,2,45,2,50,1,0.01,0.008,1.4,5.80E-23,1
45,2,45,2,50,1,0.01,0.008,1.5,9.93E-27,-2.24E-10
45,2,45,2,50,1,0.01,0.008,1.6,2.46E-37,1.75E-11
45,2,45,2,50,1,0.01,0.008,1.7,0,1
45,2,45,2,50,1,0.01,0.008,1.8,0,1
45,2,45,2,50,1,0.01,0.008,1.9,0,1
45,2,45,2,50,1,0.01,0.008,2,0,1
45,2,45,2,50,1,0.01,0.008,2.1,1.32E-41,5.55E-15
45,2,45,2,50,1,0.01,0.008,2.2,2.57E-39,-5.65E-13
45,2,45,2,50,1,0.01,0.008,2.3,0,1
45,2,45,2,50,1,0.01,0.008,2.4,0,1
45,2,45,2,50,1,0.01,0.008,2.5,0,1
45,2,45,2,50,1,0.01,0.008,2.6,0,1
45,2,45,2,50,1,0.01,0.008,2.7,1.95E-40,-3.82E-14
45,2,45,2,50,1,0.01,0.008,2.8,7.10E-39,-1.94E-14
45,2,45,2,50,1,0.01,0.008,2.9,0,1
45,2,45,2,50,1,0.01,0.008,3,0,1
45,2,45,2,50,1,0.01,0.008,3.1,0,1
45,2,45,2,50,1,0.01,0.008,3.2,1.34E-40,3.13E-14
45,2,45,2,50,1,0.01,0.008,3.3,0,1
45,2,45,2,50,1,0.01,0.008,3.4,0,1
45,2,45,2,50,1,0.01,0.008,3.5,1.09E-40,3.27E-15
45,2,45,2,50,1,0.01,0.008,3.6,0,1
45,2,45,2,50,1,0.01,0.008,3.7,0,1
45,2,45,2,50,1,0.01,0.008,3.8,2.16E-42,-1.61E-14
45,2,45,2,50,1,0.01,0.008,3.9,3.86E-43,-1.83E-15
45,2,45,2,50,1,0.01,0.008,4,4.34E-45,1.17E-14
45,2,45,2,50,1,0.01,0.008,4.1,0,1
45,2,45,2,50,1,0.01,0.008,4.2,0,1
45,2,45,2,50,1,0.01,0.008,4.3,9.87E-43,-2.15E-14
45,2,45,2,50,1,0.01,0.008,4.4,0,1
45,2,45,2,50,1,0.01,0.008,4.5,0,1
45,2,45,2,50,1,0.01,0.008,4.6,0,1
45,2,45,2,50,1,0.01,0.008,4.7,2.93E-43,-1.83E-14
45,2,45,2,50,1,0.01,0.008,4.8,1.39E-43,-4.82E-15
45,2,45,2,50,1,0.01,0.008,4.9,0,1
45,2,45,2,50,1,0.01,0.008,5,0,1
45,2,45,2,50,1,0.01,0.0085,1,6.16E-33,0.5
45,2,45,2,50,1,0.01,0.0085,1.1,3.54E-26,0.5
45,2,45,2,50,1,0.01,0.0085,1.2,1.81E-18,0.49991
45,2,45,2,50,1,0.01,0.0085,1.3,2.14E-13,0.35582
45,2,45,2,50,1,0.01,0.0085,1.4,9.90E-24,6.89E-08
45,2,45,2,50,1,0.01,0.0085,1.5,9.23E-27,1
45,2,45,2,50,1,0.01,0.0085,1.6,5.67E-33,7.37E-12
45,2,45,2,50,1,0.01,0.0085,1.7,0,1
45,2,45,2,50,1,0.01,0.0085,1.8,0,1
45,2,45,2,50,1,0.01,0.0085,1.9,1.58E-40,3.18E-13
45,2,45,2,50,1,0.01,0.0085,2,0,1
45,2,45,2,50,1,0.01,0.0085,2.1,4.13E-41,-1.04E-13
45,2,45,2,50,1,0.01,0.0085,2.2,4.58E-42,-1.16E-14
45,2,45,2,50,1,0.01,0.0085,2.3,1.22E-39,-1.44E-13
45,2,45,2,50,1,0.01,0.0085,2.4,0,1
45,2,45,2,50,1,0.01,0.0085,2.5,0,1
45,2,45,2,50,1,0.01,0.0085,2.6,2.89E-40,-1.25E-13
45,2,45,2,50,1,0.01,0.0085,2.7,3.60E-40,-8.89E-14
45,2,45,2,50,1,0.01,0.0085,2.8,6.61E-39,-6.62E-14
45,2,45,2,50,1,0.01,0.0085,2.9,0,1
45,2,45,2,50,1,0.01,0.0085,3,2.39E-39,1.26E-13
45,2,45,2,50,1,0.01,0.0085,3.1,4.95E-39,1.42E-13
45,2,45,2,50,1,0.01,0.0085,3.2,6.78E-42,-3.75E-15
45,2,45,2,50,1,0.01,0.0085,3.3,0,1
45,2,45,2,50,1,0.01,0.0085,3.4,8.83E-44,7.02E-14
45,2,45,2,50,1,0.01,0.0085,3.5,0,1
45,2,45,2,50,1,0.01,0.0085,3.6,0,1
45,2,45,2,50,1,0.01,0.0085,3.7,0,1
45,2,45,2,50,1,0.01,0.0085,3.8,7.20E-43,6.63E-15
45,2,45,2,50,1,0.01,0.0085,3.9,2.24E-42,-2.00E-14
45,2,45,2,50,1,0.01,0.0085,4,0,1
45,2,45,2,50,1,0.01,0.0085,4.1,6.29E-42,-5.00E-15
45,2,45,2,50,1,0.01,0.0085,4.2,0,1
45,2,45,2,50,1,0.01,0.0085,4.3,8.60E-43,-1.04E-14
45,2,45,2,50,1,0.01,0.0085,4.4,0,1
45,2,45,2,50,1,0.01,0.0085,4.5,0,1
45,2,45,2,50,1,0.01,0.0085,4.6,3.08E-44,-1.09E-16
45,2,45,2,50,1,0.01,0.0085,4.7,3.74E-43,-5.03E-15
45,2,45,2,50,1,0.01,0.0085,4.8,5.55E-43,-1.94E-15
45,2,45,2,50,1,0.01,0.0085,4.9,1.28E-44,-2.63E-14
45,2,45,2,50,1,0.01,0.0085,5,9.57E-44,-2.54E-14
45,2,45,2,50,1,0.01,0.009,1,2.47E-30,0.5
45,2,45,2,50,1,0.01,0.009,1.1,2.77E-29,0.5
45,2,45,2,50,1,0.01,0.009,1.2,4.70E-20,0.50006
45,2,45,2,50,1,0.01,0.009,1.3,1.93E-13,0.45639
45,2,45,2,50,1,0.01,0.009,1.4,3.94E-24,8.75E-08
45,2,45,2,50,1,0.01,0.009,1.5,4.64E-26,1
45,2,45,2,50,1,0.01,0.009,1.6,3.55E-30,1
45,2,45,2,50,1,0.01,0.009,1.7,2.29E-32,2.06E-12
45,2,45,2,50,1,0.01,0.009,1.8,4.63E-36,2.59E-12
45,2,45,2,50,1,0.01,0.009,1.9,3.63E-36,-8.13E-14
45,2,45,2,50,1,0.01,0.009,2,3.09E-40,-2.24E-14
45,2,45,2,50,1,0.01,0.009,2.1,1.08E-41,-6.91E-13
45,2,45,2,50,1,0.01,0.009,2.2,1.14E-41,-5.48E-14
45,2,45,2,50,1,0.01,0.009,2.3,2.08E-40,-7.60E-14
45,2,45,2,50,1,0.01,0.009,2.4,0,1
45,2,45,2,50,1,0.01,0.009,2.5,6.09E-41,-4.13E-14
45,2,45,2,50,1,0.01,0.009,2.6,0,1
45,2,45,2,50,1,0.01,0.009,2.7,6.07E-43,-2.33E-14
45,2,45,2,50,1,0.01,0.009,2.8,1.37E-41,3.32E-14
45,2,45,2,50,1,0.01,0.009,2.9,0,1
45,2,45,2,50,1,0.01,0.009,3,4.47E-41,-5.18E-15
45,2,45,2,50,1,0.01,0.009,3.1,7.35E-42,8.91E-16
45,2,45,2,50,1,0.01,0.009,3.2,2.99E-40,6.40E-14
45,2,45,2,50,1,0.01,0.009,3.3,0,1
45,2,45,2,50,1,0.01,0.009,3.4,1.34E-40,3.56E-15
45,2,45,2,50,1,0.01,0.009,3.5,0,1
45,2,45,2,50,1,0.01,0.009,3.6,0,1
45,2,45,2,50,1,0.01,0.009,3.7,0,1
45,2,45,2,50,1,0.01,0.009,3.8,0,1
45,2,45,2,50,1,0.01,0.009,3.9,0,1
45,2,45,2,50,1,0.01,0.009,4,1.50E-42,5.41E-15
45,2,45,2,50,1,0.01,0.009,4.1,3.84E-45,-2.17E-14
45,2,45,2,50,1,0.01,0.009,4.2,0,1
45,2,45,2,50,1,0.01,0.009,4.3,0,1
45,2,45,2,50,1,0.01,0.009,4.4,2.01E-44,-2.07E-14
45,2,45,2,50,1,0.01,0.009,4.5,1.59E-44,-4.21E-17
45,2,45,2,50,1,0.01,0.009,4.6,0,1
45,2,45,2,50,1,0.01,0.009,4.7,0,1
45,2,45,2,50,1,0.01,0.009,4.8,0,1
45,2,45,2,50,1,0.01,0.009,4.9,0,1
45,2,45,2,50,1,0.01,0.009,5,9.97E-43,-2.94E-14
45,2,45,2,50,1,0.01,0.0095,1,7.46E-31,0.5
45,2,45,2,50,1,0.01,0.0095,1.1,3.65E-29,0.5
45,2,45,2,50,1,0.01,0.0095,1.2,5.97E-20,0.49998
45,2,45,2,50,1,0.01,0.0095,1.3,1.56E-13,0.75857
45,2,45,2,50,1,0.01,0.0095,1.4,1.00E-24,7.09E-08
45,2,45,2,50,1,0.01,0.0095,1.5,1.49E-26,6.80E-11
45,2,45,2,50,1,0.01,0.0095,1.6,2.02E-30,1
45,2,45,2,50,1,0.01,0.0095,1.7,9.86E-32,1
45,2,45,2,50,1,0.01,0.0095,1.8,9.67E-35,1.59E-13
45,2,45,2,50,1,0.01,0.0095,1.9,0,1
45,2,45,2,50,1,0.01,0.0095,2,6.59E-37,-4.98E-13
45,2,45,2,50,1,0.01,0.0095,2.1,3.60E-39,-9.26E-15
45,2,45,2,50,1,0.01,0.0095,2.2,0,1
45,2,45,2,50,1,0.01,0.0095,2.3,0,1
45,2,45,2,50,1,0.01,0.0095,2.4,5.39E-41,1.13E-14
45,2,45,2,50,1,0.01,0.0095,2.5,0,1
45,2,45,2,50,1,0.01,0.0095,2.6,1.59E-39,1.28E-13
45,2,45,2,50,1,0.01,0.0095,2.7,0,1
45,2,45,2,50,1,0.01,0.0095,2.8,0,1
45,2,45,2,50,1,0.01,0.0095,2.9,0,1
45,2,45,2,50,1,0.01,0.0095,3,4.10E-40,1.42E-13
45,2,45,2,50,1,0.01,0.0095,3.1,0,1
45,2,45,2,50,1,0.01,0.0095,3.2,1.55E-44,1.29E-13
45,2,45,2,50,1,0.01,0.0095,3.3,3.79E-40,7.89E-15
45,2,45,2,50,1,0.01,0.0095,3.4,1.31E-44,3.58E-14
45,2,45,2,50,1,0.01,0.0095,3.5,3.09E-43,1.11E-14
45,2,45,2,50,1,0.01,0.0095,3.6,0,1
45,2,45,2,50,1,0.01,0.0095,3.7,0,1
45,2,45,2,50,1,0.01,0.0095,3.8,0,1
45,2,45,2,50,1,0.01,0.0095,3.9,0,1
45,2,45,2,50,1,0.01,0.0095,4,2.28E-42,-9.64E-15
45,2,45,2,50,1,0.01,0.0095,4.1,0,1
45,2,45,2,50,1,0.01,0.0095,4.2,1.69E-44,-1.95E-14
45,2,45,2,50,1,0.01,0.0095,4.3,0,1
45,2,45,2,50,1,0.01,0.0095,4.4,4.56E-46,-5.08E-15
45,2,45,2,50,1,0.01,0.0095,4.5,0,1
45,2,45,2,50,1,0.01,0.0095,4.6,0,1
45,2,45,2,50,1,0.01,0.0095,4.7,0,1
45,2,45,2,50,1,0.01,0.0095,4.8,1.62E-42,-2.64E-14
45,2,45,2,50,1,0.01,0.0095,4.9,0,1
45,2,45,2,50,1,0.01,0.0095,5,0,1
45,2,45,2,50,1,0.01,0.01,1,6.16E-33,0.5
45,2,45,2,50,1,0.01,0.01,1.1,1.20E-26,0.5
45,2,45,2,50,1,0.01,0.01,1.2,1.17E-20,0.49997
45,2,45,2,50,1,0.01,0.01,1.3,3.05E-17,0.52321
45,2,45,2,50,1,0.01,0.01,1.4,3.43E-25,1
45,2,45,2,50,1,0.01,0.01,1.5,3.25E-27,-7.21E-13
45,2,45,2,50,1,0.01,0.01,1.6,1.55E-29,3.93E-12
45,2,45,2,50,1,0.01,0.01,1.7,0,1
45,2,45,2,50,1,0.01,0.01,1.8,4.93E-32,1
45,2,45,2,50,1,0.01,0.01,1.9,0,1
45,2,45,2,50,1,0.01,0.01,2,0,1
45,2,45,2,50,1,0.01,0.01,2.1,0,1
45,2,45,2,50,1,0.01,0.01,2.2,0,1
45,2,45,2,50,1,0.01,0.01,2.3,2.55E-43,8.65E-14
45,2,45,2,50,1,0.01,0.01,2.4,4.00E-40,-7.99E-15
45,2,45,2,50,1,0.01,0.01,2.5,3.70E-39,1.35E-13
45,2,45,2,50,1,0.01,0.01,2.6,0,1
45,2,45,2,50,1,0.01,0.01,2.7,0,1
45,2,45,2,50,1,0.01,0.01,2.8,1.79E-39,1.35E-13
45,2,45,2,50,1,0.01,0.01,2.9,2.35E-41,3.50E-15
45,2,45,2,50,1,0.01,0.01,3,2.66E-40,9.25E-14
45,2,45,2,50,1,0.01,0.01,3.1,2.71E-40,1.76E-17
45,2,45,2,50,1,0.01,0.01,3.2,0,1
45,2,45,2,50,1,0.01,0.01,3.3,0,1
45,2,45,2,50,1,0.01,0.01,3.4,0,1
45,2,45,2,50,1,0.01,0.01,3.5,0,1
45,2,45,2,50,1,0.01,0.01,3.6,0,1
45,2,45,2,50,1,0.01,0.01,3.7,1.40E-42,-8.82E-15
45,2,45,2,50,1,0.01,0.01,3.8,1.51E-41,5.59E-15
45,2,45,2,50,1,0.01,0.01,3.9,1.28E-46,2.24E-14
45,2,45,2,50,1,0.01,0.01,4,2.13E-40,-2.42E-14
45,2,45,2,50,1,0.01,0.01,4.1,4.03E-43,-1.64E-14
45,2,45,2,50,1,0.01,0.01,4.2,0,1
45,2,45,2,50,1,0.01,0.01,4.3,7.86E-43,-6.72E-15
45,2,45,2,50,1,0.01,0.01,4.4,0,1
45,2,45,2,50,1,0.01,0.01,4.5,0,1
45,2,45,2,50,1,0.01,0.01,4.6,4.59E-44,2.91E-15
45,2,45,2,50,1,0.01,0.01,4.7,5.55E-43,6.95E-15
45,2,45,2,50,1,0.01,0.01,4.8,0,1
45,2,45,2,50,1,0.01,0.01,4.9,0,1
45,2,45,2,50,1,0.01,0.01,5,0,1
45,2,45,2,50,1.5,0.01,0.0005,1,8.54E-05,0.51552
45,2,45,2,50,1.5,0.01,0.0005,1.1,0.012916,0.90364
45,2,45,2,50,1.5,0.01,0.0005,1.2,0.36229,0.53855
45,2,45,2,50,1.5,0.01,0.0005,1.3,0.40537,0.52216
45,2,45,2,50,1.5,0.01,0.0005,1.4,0.42199,0.51683
45,2,45,2,50,1.5,0.01,0.0005,1.5,0.43036,0.51428
45,2,45,2,50,1.5,0.01,0.0005,1.6,0.43514,0.51285
45,2,45,2,50,1.5,0.01,0.0005,1.7,0.43806,0.51196
45,2,45,2,50,1.5,0.01,0.0005,1.8,0.43993,0.51139
45,2,45,2,50,1.5,0.01,0.0005,1.9,0.44117,0.511
45,2,45,2,50,1.5,0.01,0.0005,2,0.44201,0.51073
45,2,45,2,50,1.5,0.01,0.0005,2.1,0.44258,0.51054
45,2,45,2,50,1.5,0.01,0.0005,2.2,0.44298,0.51041
45,2,45,2,50,1.5,0.01,0.0005,2.3,0.44326,0.51031
45,2,45,2,50,1.5,0.01,0.0005,2.4,0.44345,0.51024
45,2,45,2,50,1.5,0.01,0.0005,2.5,0.44359,0.51019
45,2,45,2,50,1.5,0.01,0.0005,2.6,0.44369,0.51015
45,2,45,2,50,1.5,0.01,0.0005,2.7,0.44376,0.51012
45,2,45,2,50,1.5,0.01,0.0005,2.8,0.44381,0.5101
45,2,45,2,50,1.5,0.01,0.0005,2.9,0.44384,0.51009
45,2,45,2,50,1.5,0.01,0.0005,3,0.44387,0.51008
45,2,45,2,50,1.5,0.01,0.0005,3.1,0.44389,0.51007
45,2,45,2,50,1.5,0.01,0.0005,3.2,0.4439,0.51006
45,2,45,2,50,1.5,0.01,0.0005,3.3,0.44391,0.51006
45,2,45,2,50,1.5,0.01,0.0005,3.4,0.44392,0.51006
45,2,45,2,50,1.5,0.01,0.0005,3.5,0.44392,0.51006
45,2,45,2,50,1.5,0.01,0.0005,3.6,0.44392,0.51005
45,2,45,2,50,1.5,0.01,0.0005,3.7,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,3.8,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,3.9,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.1,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.2,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.3,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.4,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.5,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.6,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.7,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.8,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,4.9,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.0005,5,0.44393,0.51005
45,2,45,2,50,1.5,0.01,0.001,1,1.17E-08,0.5138
45,2,45,2,50,1.5,0.01,0.001,1.1,3.81E-18,1
45,2,45,2,50,1.5,0.01,0.001,1.2,7.16E-25,1
45,2,45,2,50,1.5,0.01,0.001,1.3,0.22075,0.62246
45,2,45,2,50,1.5,0.01,0.001,1.4,0.3299,0.547
45,2,45,2,50,1.5,0.01,0.001,1.5,0.35563,0.53527
45,2,45,2,50,1.5,0.01,0.001,1.6,0.36944,0.52966
45,2,45,2,50,1.5,0.01,0.001,1.7,0.37785,0.52641
45,2,45,2,50,1.5,0.01,0.001,1.8,0.38333,0.52435
45,2,45,2,50,1.5,0.01,0.001,1.9,0.38704,0.52295
45,2,45,2,50,1.5,0.01,0.001,2,0.38964,0.52197
45,2,45,2,50,1.5,0.01,0.001,2.1,0.39149,0.52126
45,2,45,2,50,1.5,0.01,0.001,2.2,0.39283,0.52073
45,2,45,2,50,1.5,0.01,0.001,2.3,0.39382,0.52034
45,2,45,2,50,1.5,0.01,0.001,2.4,0.39455,0.52005
45,2,45,2,50,1.5,0.01,0.001,2.5,0.39509,0.51982
45,2,45,2,50,1.5,0.01,0.001,2.6,0.3955,0.51965
45,2,45,2,50,1.5,0.01,0.001,2.7,0.39581,0.51951
45,2,45,2,50,1.5,0.01,0.001,2.8,0.39604,0.51941
45,2,45,2,50,1.5,0.01,0.001,2.9,0.39622,0.51933
45,2,45,2,50,1.5,0.01,0.001,3,0.39636,0.51926
45,2,45,2,50,1.5,0.01,0.001,3.1,0.39646,0.51922
45,2,45,2,50,1.5,0.01,0.001,3.2,0.39654,0.51918
45,2,45,2,50,1.5,0.01,0.001,3.3,0.3966,0.51915
45,2,45,2,50,1.5,0.01,0.001,3.4,0.39665,0.51913
45,2,45,2,50,1.5,0.01,0.001,3.5,0.39668,0.51911
45,2,45,2,50,1.5,0.01,0.001,3.6,0.39671,0.51909
45,2,45,2,50,1.5,0.01,0.001,3.7,0.39673,0.51908
45,2,45,2,50,1.5,0.01,0.001,3.8,0.39675,0.51907
45,2,45,2,50,1.5,0.01,0.001,3.9,0.39676,0.51907
45,2,45,2,50,1.5,0.01,0.001,4,0.39677,0.51906
45,2,45,2,50,1.5,0.01,0.001,4.1,0.39678,0.51906
45,2,45,2,50,1.5,0.01,0.001,4.2,0.39678,0.51906
45,2,45,2,50,1.5,0.01,0.001,4.3,0.39679,0.51905
45,2,45,2,50,1.5,0.01,0.001,4.4,0.39679,0.51905
45,2,45,2,50,1.5,0.01,0.001,4.5,0.39679,0.51905
45,2,45,2,50,1.5,0.01,0.001,4.6,0.39679,0.51905
45,2,45,2,50,1.5,0.01,0.001,4.7,0.3968,0.51905
45,2,45,2,50,1.5,0.01,0.001,4.8,0.3968,0.51905
45,2,45,2,50,1.5,0.01,0.001,4.9,0.3968,0.51905
45,2,45,2,50,1.5,0.01,0.001,5,0.3968,0.51905
45,2,45,2,50,1.5,0.01,0.0015,1,7.29E-13,0.51131
45,2,45,2,50,1.5,0.01,0.0015,1.1,3.06E-21,1
45,2,45,2,50,1.5,0.01,0.0015,1.2,4.25E-29,1
45,2,45,2,50,1.5,0.01,0.0015,1.3,2.00E-30,1
45,2,45,2,50,1.5,0.01,0.0015,1.4,1.82E-28,1
45,2,45,2,50,1.5,0.01,0.0015,1.5,0.26123,0.58033
45,2,45,2,50,1.5,0.01,0.0015,1.6,0.30018,0.55508
45,2,45,2,50,1.5,0.01,0.0015,1.7,0.31811,0.5455
45,2,45,2,50,1.5,0.01,0.0015,1.8,0.32907,0.54013
45,2,45,2,50,1.5,0.01,0.0015,1.9,0.33638,0.53671
45,2,45,2,50,1.5,0.01,0.0015,2,0.34148,0.53437
45,2,45,2,50,1.5,0.01,0.0015,2.1,0.34516,0.5327
45,2,45,2,50,1.5,0.01,0.0015,2.2,0.34786,0.53147
45,2,45,2,50,1.5,0.01,0.0015,2.3,0.34988,0.53055
45,2,45,2,50,1.5,0.01,0.0015,2.4,0.35142,0.52984
45,2,45,2,50,1.5,0.01,0.0015,2.5,0.35259,0.52928
45,2,45,2,50,1.5,0.01,0.0015,2.6,0.35349,0.52885
45,2,45,2,50,1.5,0.01,0.0015,2.7,0.35419,0.52851
45,2,45,2,50,1.5,0.01,0.0015,2.8,0.35473,0.52824
45,2,45,2,50,1.5,0.01,0.0015,2.9,0.35516,0.52803
45,2,45,2,50,1.5,0.01,0.0015,3,0.3555,0.52786
45,2,45,2,50,1.5,0.01,0.0015,3.1,0.35576,0.52772
45,2,45,2,50,1.5,0.01,0.0015,3.2,0.35597,0.52761
45,2,45,2,50,1.5,0.01,0.0015,3.3,0.35614,0.52752
45,2,45,2,50,1.5,0.01,0.0015,3.4,0.35627,0.52745
45,2,45,2,50,1.5,0.01,0.0015,3.5,0.35638,0.52739
45,2,45,2,50,1.5,0.01,0.0015,3.6,0.35646,0.52734
45,2,45,2,50,1.5,0.01,0.0015,3.7,0.35653,0.5273
45,2,45,2,50,1.5,0.01,0.0015,3.8,0.35658,0.52727
45,2,45,2,50,1.5,0.01,0.0015,3.9,0.35663,0.52725
45,2,45,2,50,1.5,0.01,0.0015,4,0.35666,0.52723
45,2,45,2,50,1.5,0.01,0.0015,4.1,0.35669,0.52721
45,2,45,2,50,1.5,0.01,0.0015,4.2,0.35671,0.5272
45,2,45,2,50,1.5,0.01,0.0015,4.3,0.35673,0.52719
45,2,45,2,50,1.5,0.01,0.0015,4.4,0.35674,0.52718
45,2,45,2,50,1.5,0.01,0.0015,4.5,0.35675,0.52717
45,2,45,2,50,1.5,0.01,0.0015,4.6,0.35676,0.52716
45,2,45,2,50,1.5,0.01,0.0015,4.7,0.35677,0.52716
45,2,45,2,50,1.5,0.01,0.0015,4.8,0.35678,0.52716
45,2,45,2,50,1.5,0.01,0.0015,4.9,0.35678,0.52715
45,2,45,2,50,1.5,0.01,0.0015,5,0.35679,0.52715
45,2,45,2,50,1.5,0.01,0.002,1,9.17E-18,0.50924
45,2,45,2,50,1.5,0.01,0.002,1.1,1.19E-20,1
45,2,45,2,50,1.5,0.01,0.002,1.2,1.95E-28,1
45,2,45,2,50,1.5,0.01,0.002,1.3,7.15E-30,1
45,2,45,2,50,1.5,0.01,0.002,1.4,3.01E-30,1
45,2,45,2,50,1.5,0.01,0.002,1.5,2.22E-29,1
45,2,45,2,50,1.5,0.01,0.002,1.6,3.18E-27,1
45,2,45,2,50,1.5,0.01,0.002,1.7,0.24709,0.58135
45,2,45,2,50,1.5,0.01,0.002,1.8,0.27314,0.56289
45,2,45,2,50,1.5,0.01,0.002,1.9,0.28685,0.55441
45,2,45,2,50,1.5,0.01,0.002,2,0.29579,0.54925
45,2,45,2,50,1.5,0.01,0.002,2.1,0.30205,0.54578
45,2,45,2,50,1.5,0.01,0.002,2.2,0.30662,0.5433
45,2,45,2,50,1.5,0.01,0.002,2.3,0.31004,0.54146
45,2,45,2,50,1.5,0.01,0.002,2.4,0.31264,0.54006
45,2,45,2,50,1.5,0.01,0.002,2.5,0.31465,0.53898
45,2,45,2,50,1.5,0.01,0.002,2.6,0.31622,0.53813
45,2,45,2,50,1.5,0.01,0.002,2.7,0.31746,0.53746
45,2,45,2,50,1.5,0.01,0.002,2.8,0.31844,0.53691
45,2,45,2,50,1.5,0.01,0.002,2.9,0.31922,0.53648
45,2,45,2,50,1.5,0.01,0.002,3,0.31984,0.53612
45,2,45,2,50,1.5,0.01,0.002,3.1,0.32035,0.53583
45,2,45,2,50,1.5,0.01,0.002,3.2,0.32075,0.53559
45,2,45,2,50,1.5,0.01,0.002,3.3,0.32108,0.5354
45,2,45,2,50,1.5,0.01,0.002,3.4,0.32135,0.53524
45,2,45,2,50,1.5,0.01,0.002,3.5,0.32157,0.5351
45,2,45,2,50,1.5,0.01,0.002,3.6,0.32174,0.535
45,2,45,2,50,1.5,0.01,0.002,3.7,0.32189,0.53491
45,2,45,2,50,1.5,0.01,0.002,3.8,0.32201,0.53483
45,2,45,2,50,1.5,0.01,0.002,3.9,0.32211,0.53477
45,2,45,2,50,1.5,0.01,0.002,4,0.32219,0.53472
45,2,45,2,50,1.5,0.01,0.002,4.1,0.32225,0.53467
45,2,45,2,50,1.5,0.01,0.002,4.2,0.32231,0.53464
45,2,45,2,50,1.5,0.01,0.002,4.3,0.32235,0.53461
45,2,45,2,50,1.5,0.01,0.002,4.4,0.32239,0.53459
45,2,45,2,50,1.5,0.01,0.002,4.5,0.32242,0.53457
45,2,45,2,50,1.5,0.01,0.002,4.6,0.32244,0.53455
45,2,45,2,50,1.5,0.01,0.002,4.7,0.32246,0.53454
45,2,45,2,50,1.5,0.01,0.002,4.8,0.32248,0.53452
45,2,45,2,50,1.5,0.01,0.002,4.9,0.32249,0.53451
45,2,45,2,50,1.5,0.01,0.002,5,0.32251,0.53451
45,2,45,2,50,1.5,0.01,0.0025,1,1.33E-25,0.5076
45,2,45,2,50,1.5,0.01,0.0025,1.1,9.43E-20,1
45,2,45,2,50,1.5,0.01,0.0025,1.2,3.02E-29,1
45,2,45,2,50,1.5,0.01,0.0025,1.3,3.08E-31,1
45,2,45,2,50,1.5,0.01,0.0025,1.4,2.22E-31,1
45,2,45,2,50,1.5,0.01,0.0025,1.5,7.52E-31,1
45,2,45,2,50,1.5,0.01,0.0025,1.6,5.19E-30,1
45,2,45,2,50,1.5,0.01,0.0025,1.7,9.86E-32,1
45,2,45,2,50,1.5,0.01,0.0025,1.8,1.05E-30,1
45,2,45,2,50,1.5,0.01,0.0025,1.9,0.22773,0.58706
45,2,45,2,50,1.5,0.01,0.0025,2,0.24855,0.57056
45,2,45,2,50,1.5,0.01,0.0025,2.1,0.25981,0.56258
45,2,45,2,50,1.5,0.01,0.0025,2.2,0.26738,0.55752
45,2,45,2,50,1.5,0.01,0.0025,2.3,0.27285,0.55399
