Patch1_Us,Patch1_Ls,Patch2_Us,Patch2_Rs,Patch3_Us,Distance,Alpha,Lambda,Beta,Var,Total_prop_Ls
50,2,50,2,50,5,0.01,0.0025,2.7,0.39514,0.51818
50,2,50,2,50,5,0.01,0.0025,2.8,0.39537,0.51808
50,2,50,2,50,5,0.01,0.0025,2.9,0.39555,0.518
50,2,50,2,50,5,0.01,0.0025,3,0.39568,0.51794
50,2,50,2,50,5,0.01,0.0025,3.1,0.39578,0.5179
50,2,50,2,50,5,0.01,0.0025,3.2,0.39586,0.51786
50,2,50,2,50,5,0.01,0.0025,3.3,0.39592,0.51784
50,2,50,2,50,5,0.01,0.0025,3.4,0.39597,0.51781
50,2,50,2,50,5,0.01,0.0025,3.5,0.396,0.5178
50,2,50,2,50,5,0.01,0.0025,3.6,0.39603,0.51778
50,2,50,2,50,5,0.01,0.0025,3.7,0.39605,0.51777
50,2,50,2,50,5,0.01,0.0025,3.8,0.39606,0.51777
50,2,50,2,50,5,0.01,0.0025,3.9,0.39608,0.51776
50,2,50,2,50,5,0.01,0.0025,4,0.39609,0.51776
50,2,50,2,50,5,0.01,0.0025,4.1,0.39609,0.51775
50,2,50,2,50,5,0.01,0.0025,4.2,0.3961,0.51775
50,2,50,2,50,5,0.01,0.0025,4.3,0.3961,0.51775
50,2,50,2,50,5,0.01,0.0025,4.4,0.39611,0.51774
50,2,50,2,50,5,0.01,0.0025,4.5,0.39611,0.51774
50,2,50,2,50,5,0.01,0.0025,4.6,0.39611,0.51774
50,2,50,2,50,5,0.01,0.0025,4.7,0.39611,0.51774
50,2,50,2,50,5,0.01,0.0025,4.8,0.39611,0.51774
50,2,50,2,50,5,0.01,0.0025,4.9,0.39611,0.51774
50,2,50,2,50,5,0.01,0.0025,5,0.39611,0.51774
50,2,50,2,50,5,0.01,0.003,1,2.28E-11,0.54341
50,2,50,2,50,5,0.01,0.003,1.1,4.46E-26,1
50,2,50,2,50,5,0.01,0.003,1.2,3.39E-27,1
50,2,50,2,50,5,0.01,0.003,1.3,8.95E-28,1
50,2,50,2,50,5,0.01,0.003,1.4,0.28402,0.56569
50,2,50,2,50,5,0.01,0.003,1.5,0.3236,0.54389
50,2,50,2,50,5,0.01,0.003,1.6,0.34243,0.53548
50,2,50,2,50,5,0.01,0.003,1.7,0.35364,0.53091
50,2,50,2,50,5,0.01,0.003,1.8,0.36089,0.52808
50,2,50,2,50,5,0.01,0.003,1.9,0.36583,0.52619
50,2,50,2,50,5,0.01,0.003,2,0.36929,0.52487
50,2,50,2,50,5,0.01,0.003,2.1,0.37178,0.52391
50,2,50,2,50,5,0.01,0.003,2.2,0.3736,0.5232
50,2,50,2,50,5,0.01,0.003,2.3,0.37495,0.52267
50,2,50,2,50,5,0.01,0.003,2.4,0.37596,0.52226
50,2,50,2,50,5,0.01,0.003,2.5,0.37672,0.52195
50,2,50,2,50,5,0.01,0.003,2.6,0.3773,0.52171
50,2,50,2,50,5,0.01,0.003,2.7,0.37774,0.52152
50,2,50,2,50,5,0.01,0.003,2.8,0.37808,0.52137
50,2,50,2,50,5,0.01,0.003,2.9,0.37834,0.52125
50,2,50,2,50,5,0.01,0.003,3,0.37854,0.52116
50,2,50,2,50,5,0.01,0.003,3.1,0.37869,0.52109
50,2,50,2,50,5,0.01,0.003,3.2,0.37882,0.52103
50,2,50,2,50,5,0.01,0.003,3.3,0.37891,0.52099
50,2,50,2,50,5,0.01,0.003,3.4,0.37898,0.52095
50,2,50,2,50,5,0.01,0.003,3.5,0.37904,0.52092
50,2,50,2,50,5,0.01,0.003,3.6,0.37908,0.5209
50,2,50,2,50,5,0.01,0.003,3.7,0.37912,0.52088
50,2,50,2,50,5,0.01,0.003,3.8,0.37915,0.52087
50,2,50,2,50,5,0.01,0.003,3.9,0.37917,0.52085
50,2,50,2,50,5,0.01,0.003,4,0.37918,0.52085
50,2,50,2,50,5,0.01,0.003,4.1,0.3792,0.52084
50,2,50,2,50,5,0.01,0.003,4.2,0.37921,0.52083
50,2,50,2,50,5,0.01,0.003,4.3,0.37922,0.52083
50,2,50,2,50,5,0.01,0.003,4.4,0.37922,0.52082
50,2,50,2,50,5,0.01,0.003,4.5,0.37923,0.52082
50,2,50,2,50,5,0.01,0.003,4.6,0.37923,0.52082
50,2,50,2,50,5,0.01,0.003,4.7,0.37923,0.52082
50,2,50,2,50,5,0.01,0.003,4.8,0.37924,0.52082
50,2,50,2,50,5,0.01,0.003,4.9,0.37924,0.52082
50,2,50,2,50,5,0.01,0.003,5,0.37924,0.52081
50,2,50,2,50,5,0.01,0.0035,1,2.56E-13,0.5382
50,2,50,2,50,5,0.01,0.0035,1.1,7.55E-26,1
50,2,50,2,50,5,0.01,0.0035,1.2,9.79E-29,1
50,2,50,2,50,5,0.01,0.0035,1.3,2.32E-28,1
50,2,50,2,50,5,0.01,0.0035,1.4,3.37E-26,1
50,2,50,2,50,5,0.01,0.0035,1.5,0.28813,0.55966
50,2,50,2,50,5,0.01,0.0035,1.6,0.31511,0.54503
50,2,50,2,50,5,0.01,0.0035,1.7,0.32996,0.53808
50,2,50,2,50,5,0.01,0.0035,1.8,0.33937,0.53399
50,2,50,2,50,5,0.01,0.0035,1.9,0.34572,0.53132
50,2,50,2,50,5,0.01,0.0035,2,0.35019,0.52948
50,2,50,2,50,5,0.01,0.0035,2.1,0.3534,0.52815
50,2,50,2,50,5,0.01,0.0035,2.2,0.35577,0.52717
50,2,50,2,50,5,0.01,0.0035,2.3,0.35753,0.52643
50,2,50,2,50,5,0.01,0.0035,2.4,0.35887,0.52587
50,2,50,2,50,5,0.01,0.0035,2.5,0.35988,0.52543
50,2,50,2,50,5,0.01,0.0035,2.6,0.36066,0.52508
50,2,50,2,50,5,0.01,0.0035,2.7,0.36126,0.52482
50,2,50,2,50,5,0.01,0.0035,2.8,0.36172,0.5246
50,2,50,2,50,5,0.01,0.0035,2.9,0.36209,0.52443
50,2,50,2,50,5,0.01,0.0035,3,0.36237,0.5243
50,2,50,2,50,5,0.01,0.0035,3.1,0.36259,0.52419
50,2,50,2,50,5,0.01,0.0035,3.2,0.36277,0.5241
50,2,50,2,50,5,0.01,0.0035,3.3,0.3629,0.52403
50,2,50,2,50,5,0.01,0.0035,3.4,0.36301,0.52398
50,2,50,2,50,5,0.01,0.0035,3.5,0.3631,0.52393
50,2,50,2,50,5,0.01,0.0035,3.6,0.36316,0.5239
50,2,50,2,50,5,0.01,0.0035,3.7,0.36322,0.52387
50,2,50,2,50,5,0.01,0.0035,3.8,0.36326,0.52385
50,2,50,2,50,5,0.01,0.0035,3.9,0.36329,0.52383
50,2,50,2,50,5,0.01,0.0035,4,0.36332,0.52381
50,2,50,2,50,5,0.01,0.0035,4.1,0.36334,0.5238
50,2,50,2,50,5,0.01,0.0035,4.2,0.36336,0.52379
50,2,50,2,50,5,0.01,0.0035,4.3,0.36337,0.52378
50,2,50,2,50,5,0.01,0.0035,4.4,0.36338,0.52378
50,2,50,2,50,5,0.01,0.0035,4.5,0.36339,0.52377
50,2,50,2,50,5,0.01,0.0035,4.6,0.3634,0.52377
50,2,50,2,50,5,0.01,0.0035,4.7,0.36341,0.52376
50,2,50,2,50,5,0.01,0.0035,4.8,0.36341,0.52376
50,2,50,2,50,5,0.01,0.0035,4.9,0.36341,0.52376
50,2,50,2,50,5,0.01,0.0035,5,0.36342,0.52376
50,2,50,2,50,5,0.01,0.004,1,2.11E-15,0.53356
50,2,50,2,50,5,0.01,0.004,1.1,3.50E-26,1
50,2,50,2,50,5,0.01,0.004,1.2,1.09E-29,1
50,2,50,2,50,5,0.01,0.004,1.3,1.80E-28,1
50,2,50,2,50,5,0.01,0.004,1.4,2.77E-28,1
50,2,50,2,50,5,0.01,0.004,1.5,0.20137,0.62471
50,2,50,2,50,5,0.01,0.004,1.6,0.28573,0.55766
50,2,50,2,50,5,0.01,0.004,1.7,0.30589,0.54656
50,2,50,2,50,5,0.01,0.004,1.8,0.31798,0.54061
50,2,50,2,50,5,0.01,0.004,1.9,0.326,0.53689
50,2,50,2,50,5,0.01,0.004,2,0.3316,0.53437
50,2,50,2,50,5,0.01,0.004,2.1,0.33564,0.53258
50,2,50,2,50,5,0.01,0.004,2.2,0.33861,0.53126
50,2,50,2,50,5,0.01,0.004,2.3,0.34084,0.53027
50,2,50,2,50,5,0.01,0.004,2.4,0.34254,0.52951
50,2,50,2,50,5,0.01,0.004,2.5,0.34383,0.52892
50,2,50,2,50,5,0.01,0.004,2.6,0.34484,0.52845
50,2,50,2,50,5,0.01,0.004,2.7,0.34562,0.52808
50,2,50,2,50,5,0.01,0.004,2.8,0.34623,0.52779
50,2,50,2,50,5,0.01,0.004,2.9,0.34671,0.52756
50,2,50,2,50,5,0.01,0.004,3,0.34708,0.52737
50,2,50,2,50,5,0.01,0.004,3.1,0.34738,0.52722
50,2,50,2,50,5,0.01,0.004,3.2,0.34762,0.52709
50,2,50,2,50,5,0.01,0.004,3.3,0.34781,0.527
50,2,50,2,50,5,0.01,0.004,3.4,0.34796,0.52692
50,2,50,2,50,5,0.01,0.004,3.5,0.34808,0.52685
50,2,50,2,50,5,0.01,0.004,3.6,0.34818,0.5268
50,2,50,2,50,5,0.01,0.004,3.7,0.34826,0.52675
50,2,50,2,50,5,0.01,0.004,3.8,0.34832,0.52672
50,2,50,2,50,5,0.01,0.004,3.9,0.34837,0.52669
50,2,50,2,50,5,0.01,0.004,4,0.34841,0.52667
50,2,50,2,50,5,0.01,0.004,4.1,0.34844,0.52665
50,2,50,2,50,5,0.01,0.004,4.2,0.34847,0.52663
50,2,50,2,50,5,0.01,0.004,4.3,0.34849,0.52662
50,2,50,2,50,5,0.01,0.004,4.4,0.3485,0.52661
50,2,50,2,50,5,0.01,0.004,4.5,0.34852,0.5266
50,2,50,2,50,5,0.01,0.004,4.6,0.34853,0.5266
50,2,50,2,50,5,0.01,0.004,4.7,0.34854,0.52659
50,2,50,2,50,5,0.01,0.004,4.8,0.34855,0.52659
50,2,50,2,50,5,0.01,0.004,4.9,0.34855,0.52658
50,2,50,2,50,5,0.01,0.004,5,0.34856,0.52658
50,2,50,2,50,5,0.01,0.0045,1,8.02E-18,0.52946
50,2,50,2,50,5,0.01,0.0045,1.1,6.47E-26,1
50,2,50,2,50,5,0.01,0.0045,1.2,2.69E-29,1
50,2,50,2,50,5,0.01,0.0045,1.3,7.12E-30,1
50,2,50,2,50,5,0.01,0.0045,1.4,6.16E-31,1
50,2,50,2,50,5,0.01,0.0045,1.5,1.87E-28,1
50,2,50,2,50,5,0.01,0.0045,1.6,0.24852,0.57915
50,2,50,2,50,5,0.01,0.0045,1.7,0.28057,0.55728
50,2,50,2,50,5,0.01,0.0045,1.8,0.29642,0.5483
50,2,50,2,50,5,0.01,0.0045,1.9,0.3065,0.54307
50,2,50,2,50,5,0.01,0.0045,2,0.31343,0.53965
50,2,50,2,50,5,0.01,0.0045,2.1,0.31839,0.53726
50,2,50,2,50,5,0.01,0.0045,2.2,0.32205,0.53552
50,2,50,2,50,5,0.01,0.0045,2.3,0.3248,0.53421
50,2,50,2,50,5,0.01,0.0045,2.4,0.32689,0.53322
50,2,50,2,50,5,0.01,0.0045,2.5,0.3285,0.53244
50,2,50,2,50,5,0.01,0.0045,2.6,0.32975,0.53183
50,2,50,2,50,5,0.01,0.0045,2.7,0.33073,0.53135
50,2,50,2,50,5,0.01,0.0045,2.8,0.33151,0.53096
50,2,50,2,50,5,0.01,0.0045,2.9,0.33212,0.53065
50,2,50,2,50,5,0.01,0.0045,3,0.3326,0.53039
50,2,50,2,50,5,0.01,0.0045,3.1,0.33299,0.53019
50,2,50,2,50,5,0.01,0.0045,3.2,0.3333,0.53002
50,2,50,2,50,5,0.01,0.0045,3.3,0.33355,0.52989
50,2,50,2,50,5,0.01,0.0045,3.4,0.33375,0.52977
50,2,50,2,50,5,0.01,0.0045,3.5,0.33392,0.52968
50,2,50,2,50,5,0.01,0.0045,3.6,0.33405,0.52961
50,2,50,2,50,5,0.01,0.0045,3.7,0.33415,0.52955
50,2,50,2,50,5,0.01,0.0045,3.8,0.33424,0.5295
50,2,50,2,50,5,0.01,0.0045,3.9,0.33431,0.52946
50,2,50,2,50,5,0.01,0.0045,4,0.33437,0.52942
50,2,50,2,50,5,0.01,0.0045,4.1,0.33441,0.52939
50,2,50,2,50,5,0.01,0.0045,4.2,0.33445,0.52937
50,2,50,2,50,5,0.01,0.0045,4.3,0.33448,0.52935
50,2,50,2,50,5,0.01,0.0045,4.4,0.3345,0.52934
50,2,50,2,50,5,0.01,0.0045,4.5,0.33452,0.52932
50,2,50,2,50,5,0.01,0.0045,4.6,0.33454,0.52931
50,2,50,2,50,5,0.01,0.0045,4.7,0.33455,0.52931
50,2,50,2,50,5,0.01,0.0045,4.8,0.33457,0.5293
50,2,50,2,50,5,0.01,0.0045,4.9,0.33457,0.52929
50,2,50,2,50,5,0.01,0.0045,5,0.33458,0.52929
50,2,50,2,50,5,0.01,0.005,1,1.46E-20,0.52586
50,2,50,2,50,5,0.01,0.005,1.1,2.52E-27,1
50,2,50,2,50,5,0.01,0.005,1.2,1.21E-30,1
50,2,50,2,50,5,0.01,0.005,1.3,4.50E-30,1
50,2,50,2,50,5,0.01,0.005,1.4,4.17E-30,1
50,2,50,2,50,5,0.01,0.005,1.5,7.12E-30,1
50,2,50,2,50,5,0.01,0.005,1.6,2.20E-27,1
50,2,50,2,50,5,0.01,0.005,1.7,0.25123,0.57311
50,2,50,2,50,5,0.01,0.005,1.8,0.27405,0.55772
50,2,50,2,50,5,0.01,0.005,1.9,0.28694,0.55014
50,2,50,2,50,5,0.01,0.005,2,0.2955,0.54545
50,2,50,2,50,5,0.01,0.005,2.1,0.30155,0.54228
50,2,50,2,50,5,0.01,0.005,2.2,0.30599,0.54
50,2,50,2,50,5,0.01,0.005,2.3,0.30931,0.53831
50,2,50,2,50,5,0.01,0.005,2.4,0.31185,0.53703
50,2,50,2,50,5,0.01,0.005,2.5,0.3138,0.53603
50,2,50,2,50,5,0.01,0.005,2.6,0.31533,0.53524
50,2,50,2,50,5,0.01,0.005,2.7,0.31654,0.53462
50,2,50,2,50,5,0.01,0.005,2.8,0.31749,0.53412
50,2,50,2,50,5,0.01,0.005,2.9,0.31825,0.53371
50,2,50,2,50,5,0.01,0.005,3,0.31886,0.53338
50,2,50,2,50,5,0.01,0.005,3.1,0.31934,0.53312
50,2,50,2,50,5,0.01,0.005,3.2,0.31974,0.5329
50,2,50,2,50,5,0.01,0.005,3.3,0.32006,0.53272
50,2,50,2,50,5,0.01,0.005,3.4,0.32032,0.53257
50,2,50,2,50,5,0.01,0.005,3.5,0.32053,0.53244
50,2,50,2,50,5,0.01,0.005,3.6,0.3207,0.53234
50,2,50,2,50,5,0.01,0.005,3.7,0.32084,0.53226
50,2,50,2,50,5,0.01,0.005,3.8,0.32095,0.53219
50,2,50,2,50,5,0.01,0.005,3.9,0.32104,0.53213
50,2,50,2,50,5,0.01,0.005,4,0.32112,0.53209
50,2,50,2,50,5,0.01,0.005,4.1,0.32118,0.53205
50,2,50,2,50,5,0.01,0.005,4.2,0.32123,0.53201
50,2,50,2,50,5,0.01,0.005,4.3,0.32128,0.53199
50,2,50,2,50,5,0.01,0.005,4.4,0.32131,0.53196
50,2,50,2,50,5,0.01,0.005,4.5,0.32134,0.53195
50,2,50,2,50,5,0.01,0.005,4.6,0.32136,0.53193
50,2,50,2,50,5,0.01,0.005,4.7,0.32138,0.53192
50,2,50,2,50,5,0.01,0.005,4.8,0.3214,0.53191
50,2,50,2,50,5,0.01,0.005,4.9,0.32141,0.5319
50,2,50,2,50,5,0.01,0.005,5,0.32142,0.53189
50,2,50,2,50,5,0.01,0.0055,1,2.75E-24,0.52271
50,2,50,2,50,5,0.01,0.0055,1.1,6.52E-26,1
50,2,50,2,50,5,0.01,0.0055,1.2,6.16E-31,1
50,2,50,2,50,5,0.01,0.0055,1.3,6.16E-31,1
50,2,50,2,50,5,0.01,0.0055,1.4,4.93E-32,1
50,2,50,2,50,5,0.01,0.0055,1.5,0,1
50,2,50,2,50,5,0.01,0.0055,1.6,2.22E-31,1
50,2,50,2,50,5,0.01,0.0055,1.7,1.19E-25,1
50,2,50,2,50,5,0.01,0.0055,1.8,0.24921,0.57067
50,2,50,2,50,5,0.01,0.0055,1.9,0.26685,0.55862
50,2,50,2,50,5,0.01,0.0055,2,0.2776,0.55203
50,2,50,2,50,5,0.01,0.0055,2.1,0.28498,0.54777
50,2,50,2,50,5,0.01,0.0055,2.2,0.29032,0.5448
50,2,50,2,50,5,0.01,0.0055,2.3,0.2943,0.54263
50,2,50,2,50,5,0.01,0.0055,2.4,0.29733,0.54099
50,2,50,2,50,5,0.01,0.0055,2.5,0.29968,0.53972
50,2,50,2,50,5,0.01,0.0055,2.6,0.30151,0.53872
50,2,50,2,50,5,0.01,0.0055,2.7,0.30296,0.53793
50,2,50,2,50,5,0.01,0.0055,2.8,0.30411,0.5373
50,2,50,2,50,5,0.01,0.0055,2.9,0.30503,0.53678
50,2,50,2,50,5,0.01,0.0055,3,0.30577,0.53636
50,2,50,2,50,5,0.01,0.0055,3.1,0.30637,0.53602
50,2,50,2,50,5,0.01,0.0055,3.2,0.30686,0.53573
50,2,50,2,50,5,0.01,0.0055,3.3,0.30726,0.5355
50,2,50,2,50,5,0.01,0.0055,3.4,0.30758,0.53531
50,2,50,2,50,5,0.01,0.0055,3.5,0.30784,0.53515
50,2,50,2,50,5,0.01,0.0055,3.6,0.30806,0.53501
50,2,50,2,50,5,0.01,0.0055,3.7,0.30824,0.5349
50,2,50,2,50,5,0.01,0.0055,3.8,0.30839,0.53481
50,2,50,2,50,5,0.01,0.0055,3.9,0.30851,0.53473
50,2,50,2,50,5,0.01,0.0055,4,0.30861,0.53467
50,2,50,2,50,5,0.01,0.0055,4.1,0.30869,0.53461
50,2,50,2,50,5,0.01,0.0055,4.2,0.30876,0.53457
50,2,50,2,50,5,0.01,0.0055,4.3,0.30881,0.53453
50,2,50,2,50,5,0.01,0.0055,4.4,0.30886,0.5345
50,2,50,2,50,5,0.01,0.0055,4.5,0.3089,0.53448
50,2,50,2,50,5,0.01,0.0055,4.6,0.30893,0.53445
50,2,50,2,50,5,0.01,0.0055,4.7,0.30896,0.53443
50,2,50,2,50,5,0.01,0.0055,4.8,0.30898,0.53442
50,2,50,2,50,5,0.01,0.0055,4.9,0.309,0.53441
50,2,50,2,50,5,0.01,0.0055,5,0.30901,0.5344
50,2,50,2,50,5,0.01,0.006,1,3.94E-31,0.51995
50,2,50,2,50,5,0.01,0.006,1.1,4.36E-25,1
50,2,50,2,50,5,0.01,0.006,1.2,4.93E-32,1
50,2,50,2,50,5,0.01,0.006,1.3,3.08E-31,1
50,2,50,2,50,5,0.01,0.006,1.4,4.93E-32,1
50,2,50,2,50,5,0.01,0.006,1.5,1.39E-30,1
50,2,50,2,50,5,0.01,0.006,1.6,2.00E-30,1
50,2,50,2,50,5,0.01,0.006,1.7,3.27E-30,1
50,2,50,2,50,5,0.01,0.006,1.8,0.1836,0.62578
50,2,50,2,50,5,0.01,0.006,1.9,0.24508,0.56978
50,2,50,2,50,5,0.01,0.006,2,0.25934,0.5598
50,2,50,2,50,5,0.01,0.006,2.1,0.26849,0.55395
50,2,50,2,50,5,0.01,0.006,2.2,0.27493,0.55003
50,2,50,2,50,5,0.01,0.006,2.3,0.27968,0.54723
50,2,50,2,50,5,0.01,0.006,2.4,0.28327,0.54514
50,2,50,2,50,5,0.01,0.006,2.5,0.28605,0.54354
50,2,50,2,50,5,0.01,0.006,2.6,0.28822,0.5423
50,2,50,2,50,5,0.01,0.006,2.7,0.28994,0.5413
50,2,50,2,50,5,0.01,0.006,2.8,0.29131,0.54051
50,2,50,2,50,5,0.01,0.006,2.9,0.29241,0.53986
50,2,50,2,50,5,0.01,0.006,3,0.2933,0.53934
50,2,50,2,50,5,0.01,0.006,3.1,0.29402,0.5389
50,2,50,2,50,5,0.01,0.006,3.2,0.29461,0.53855
50,2,50,2,50,5,0.01,0.006,3.3,0.29509,0.53825
50,2,50,2,50,5,0.01,0.006,3.4,0.29549,0.53801
50,2,50,2,50,5,0.01,0.006,3.5,0.29581,0.5378
50,2,50,2,50,5,0.01,0.006,3.6,0.29608,0.53763
50,2,50,2,50,5,0.01,0.006,3.7,0.2963,0.53749
50,2,50,2,50,5,0.01,0.006,3.8,0.29649,0.53737
50,2,50,2,50,5,0.01,0.006,3.9,0.29664,0.53727
50,2,50,2,50,5,0.01,0.006,4,0.29677,0.53718
50,2,50,2,50,5,0.01,0.006,4.1,0.29687,0.53711
50,2,50,2,50,5,0.01,0.006,4.2,0.29696,0.53705
50,2,50,2,50,5,0.01,0.006,4.3,0.29703,0.537
50,2,50,2,50,5,0.01,0.006,4.4,0.29709,0.53696
50,2,50,2,50,5,0.01,0.006,4.5,0.29715,0.53692
50,2,50,2,50,5,0.01,0.006,4.6,0.29719,0.53689
50,2,50,2,50,5,0.01,0.006,4.7,0.29722,0.53687
50,2,50,2,50,5,0.01,0.006,4.8,0.29725,0.53685
50,2,50,2,50,5,0.01,0.006,4.9,0.29728,0.53683
50,2,50,2,50,5,0.01,0.006,5,0.2973,0.53681
50,2,50,2,50,5,0.01,0.0065,1,5.08E-27,0.51755
50,2,50,2,50,5,0.01,0.0065,1.1,2.05E-24,1
50,2,50,2,50,5,0.01,0.0065,1.2,2.02E-30,1
50,2,50,2,50,5,0.01,0.0065,1.3,6.16E-32,1
50,2,50,2,50,5,0.01,0.0065,1.4,2.47E-31,1
50,2,50,2,50,5,0.01,0.0065,1.5,4.93E-32,1
50,2,50,2,50,5,0.01,0.0065,1.6,1.23E-32,1
50,2,50,2,50,5,0.01,0.0065,1.7,4.93E-32,1
50,2,50,2,50,5,0.01,0.0065,1.8,1.31E-29,1
50,2,50,2,50,5,0.01,0.0065,1.9,0.21575,0.58981
50,2,50,2,50,5,0.01,0.0065,2,0.23985,0.56972
50,2,50,2,50,5,0.01,0.0065,2.1,0.25173,0.56116
50,2,50,2,50,5,0.01,0.0065,2.2,0.25963,0.55587
50,2,50,2,50,5,0.01,0.0065,2.3,0.26532,0.55222
50,2,50,2,50,5,0.01,0.0065,2.4,0.26958,0.54957
50,2,50,2,50,5,0.01,0.0065,2.5,0.27284,0.54756
50,2,50,2,50,5,0.01,0.0065,2.6,0.2754,0.546
50,2,50,2,50,5,0.01,0.0065,2.7,0.27741,0.54477
50,2,50,2,50,5,0.01,0.0065,2.8,0.27903,0.54378
50,2,50,2,50,5,0.01,0.0065,2.9,0.28032,0.54299
50,2,50,2,50,5,0.01,0.0065,3,0.28137,0.54233
50,2,50,2,50,5,0.01,0.0065,3.1,0.28223,0.5418
50,2,50,2,50,5,0.01,0.0065,3.2,0.28293,0.54135
50,2,50,2,50,5,0.01,0.0065,3.3,0.28351,0.54099
50,2,50,2,50,5,0.01,0.0065,3.4,0.28398,0.54068
50,2,50,2,50,5,0.01,0.0065,3.5,0.28438,0.54042
50,2,50,2,50,5,0.01,0.0065,3.6,0.2847,0.5402
50,2,50,2,50,5,0.01,0.0065,3.7,0.28497,0.54002
50,2,50,2,50,5,0.01,0.0065,3.8,0.2852,0.53987
50,2,50,2,50,5,0.01,0.0065,3.9,0.28539,0.53974
50,2,50,2,50,5,0.01,0.0065,4,0.28555,0.53963
50,2,50,2,50,5,0.01,0.0065,4.1,0.28568,0.53954
50,2,50,2,50,5,0.01,0.0065,4.2,0.28579,0.53946
50,2,50,2,50,5,0.01,0.0065,4.3,0.28588,0.5394
50,2,50,2,50,5,0.01,0.0065,4.4,0.28596,0.53934
50,2,50,2,50,5,0.01,0.0065,4.5,0.28602,0.53929
50,2,50,2,50,5,0.01,0.0065,4.6,0.28608,0.53925
50,2,50,2,50,5,0.01,0.0065,4.7,0.28613,0.53922
50,2,50,2,50,5,0.01,0.0065,4.8,0.28616,0.53919
50,2,50,2,50,5,0.01,0.0065,4.9,0.2862,0.53917
50,2,50,2,50,5,0.01,0.0065,5,0.28622,0.53915
50,2,50,2,50,5,0.01,0.007,1,4.36E-28,0.51545
50,2,50,2,50,5,0.01,0.007,1.1,1.79E-24,1
50,2,50,2,50,5,0.01,0.007,1.2,2.00E-30,1
50,2,50,2,50,5,0.01,0.007,1.3,2.47E-31,1
50,2,50,2,50,5,0.01,0.007,1.4,0,1
50,2,50,2,50,5,0.01,0.007,1.5,9.86E-32,1
50,2,50,2,50,5,0.01,0.007,1.6,2.47E-31,1
50,2,50,2,50,5,0.01,0.007,1.7,0,1
50,2,50,2,50,5,0.01,0.007,1.8,3.94E-31,1
50,2,50,2,50,5,0.01,0.007,1.9,3.56E-29,1
50,2,50,2,50,5,0.01,0.007,2,0.21584,0.58539
50,2,50,2,50,5,0.01,0.007,2.1,0.23403,0.57018
50,2,50,2,50,5,0.01,0.007,2.2,0.24414,0.56263
50,2,50,2,50,5,0.01,0.007,2.3,0.25106,0.55778
50,2,50,2,50,5,0.01,0.007,2.4,0.25613,0.55436
50,2,50,2,50,5,0.01,0.007,2.5,0.25998,0.55183
50,2,50,2,50,5,0.01,0.007,2.6,0.26297,0.54989
50,2,50,2,50,5,0.01,0.007,2.7,0.26532,0.54837
50,2,50,2,50,5,0.01,0.007,2.8,0.2672,0.54715
50,2,50,2,50,5,0.01,0.007,2.9,0.26872,0.54617
50,2,50,2,50,5,0.01,0.007,3,0.26995,0.54537
50,2,50,2,50,5,0.01,0.007,3.1,0.27095,0.54471
50,2,50,2,50,5,0.01,0.007,3.2,0.27178,0.54417
50,2,50,2,50,5,0.01,0.007,3.3,0.27246,0.54371
50,2,50,2,50,5,0.01,0.007,3.4,0.27302,0.54333
50,2,50,2,50,5,0.01,0.007,3.5,0.27349,0.54302
50,2,50,2,50,5,0.01,0.007,3.6,0.27388,0.54275
50,2,50,2,50,5,0.01,0.007,3.7,0.2742,0.54252
50,2,50,2,50,5,0.01,0.007,3.8,0.27447,0.54233
50,2,50,2,50,5,0.01,0.007,3.9,0.2747,0.54217
50,2,50,2,50,5,0.01,0.007,4,0.27489,0.54203
50,2,50,2,50,5,0.01,0.007,4.1,0.27506,0.54191
50,2,50,2,50,5,0.01,0.007,4.2,0.27519,0.54182
50,2,50,2,50,5,0.01,0.007,4.3,0.27531,0.54173
50,2,50,2,50,5,0.01,0.007,4.4,0.2754,0.54166
50,2,50,2,50,5,0.01,0.007,4.5,0.27549,0.5416
50,2,50,2,50,5,0.01,0.007,4.6,0.27555,0.54155
50,2,50,2,50,5,0.01,0.007,4.7,0.27561,0.5415
50,2,50,2,50,5,0.01,0.007,4.8,0.27566,0.54146
50,2,50,2,50,5,0.01,0.007,4.9,0.27571,0.54143
50,2,50,2,50,5,0.01,0.007,5,0.27574,0.5414
50,2,50,2,50,5,0.01,0.0075,1,4.30E-26,0.51362
50,2,50,2,50,5,0.01,0.0075,1.1,1.47E-24,1
50,2,50,2,50,5,0.01,0.0075,1.2,2.47E-30,1
50,2,50,2,50,5,0.01,0.0075,1.3,9.86E-32,1
50,2,50,2,50,5,0.01,0.0075,1.4,0,1
50,2,50,2,50,5,0.01,0.0075,1.5,4.93E-32,1
50,2,50,2,50,5,0.01,0.0075,1.6,0,1
50,2,50,2,50,5,0.01,0.0075,1.7,9.86E-32,1
50,2,50,2,50,5,0.01,0.0075,1.8,9.86E-32,1
50,2,50,2,50,5,0.01,0.0075,1.9,2.72E-30,1
50,2,50,2,50,5,0.01,0.0075,2,4.93E-32,1
50,2,50,2,50,5,0.01,0.0075,2.1,0.21316,0.58351
50,2,50,2,50,5,0.01,0.0075,2.2,0.2279,0.57097
50,2,50,2,50,5,0.01,0.0075,2.3,0.23667,0.56418
50,2,50,2,50,5,0.01,0.0075,2.4,0.2428,0.55968
