0.18537,0.48327,24,39,1238.6,839.96
0.15762,0.31227,35,37,1496.1,1313.5
0.13253,0.7508,40,35,864.53,2236.8
0.14243,0.26404,55,22,1933.8,1109.1
0.036289,0.94556,12,16,1317.3,1768.4
0.075759,0.83294,60,8,1586.1,1017.2
0.16693,0.62413,31,34,978.58,1306.1
0.16881,0.3694,20,31,1713.1,1375.1
0.089499,0.2054,34,68,1306.1,1407.1
0.17234,0.40199,34,22,1306.1,1081.7
0.17726,0.62001,17,60,926.83,2211.5
0.093734,0.22275,22,68,1081.7,1407.1
0.040541,0.93328,60,21,2211.5,2825
0.10728,0.20861,34,47,1205.5,966.16
0.13187,0.26302,11,24,1090.3,879.96
0.1824,0.54074,50,11,1728.8,1090.3
0.15537,0.31408,34,25,1519.6,1047.6
0.12193,0.25096,34,47,1306.1,966.16
0.08383,0.16674,8,17,1017.2,926.83
0.17704,0.44954,22,11,1081.7,952.62
0.11647,0.76698,23,11,1066.6,1090.3
0.16774,0.36811,35,49,1496.1,1267.9
0.13673,0.25244,35,18,2236.8,1056.4
0.036316,0.94555,11,16,952.62,1768.4
0.16496,0.37323,19,35,1238,1020.8
0.1326,0.24919,21,22,2825,1109.1
0.17571,0.59021,37,34,1313.5,1306.1
0.16858,0.65968,11,34,952.62,1519.6
0.18595,0.48614,19,28,965.51,920.87
0.13251,0.75081,39,46,839.96,2987.2
0.16228,0.68037,57,55,1475.8,1933.8
0.15049,0.5722,60,7,2211.5,1274.3
0.11647,0.76698,23,11,1066.6,1090.3
0.18141,0.43489,24,19,1006.7,965.51
0.10263,0.22546,17,65,1324.7,1219.7
0.16183,0.60812,47,24,966.16,1238.6
0.16838,0.66594,11,23,952.62,1112.1
0.13249,0.75079,65,66,1219.7,1978.9
0.18248,0.41968,66,12,1978.9,957.55
0.17219,0.60266,25,31,1047.6,1375.1
0.1831,0.44676,49,18,1267.9,1056.4
0.17475,0.46588,25,31,1030.8,978.58
0.13249,0.24922,60,50,2211.5,1728.8
0.13265,0.75078,12,20,1317.3,1713.1
0.094818,0.80869,35,16,1496.1,1768.4
0.021104,0.95839,68,19,1407.1,1238
0.17111,0.34599,66,49,1978.9,1267.9
0.094422,0.25593,11,77,952.62,1354.4
0.10792,0.21321,46,65,2987.2,1219.7
0.17395,0.45483,25,35,1030.8,1020.8
0.18138,0.43489,40,19,1484.5,965.51
0.037775,0.89435,57,13,1475.8,1247.7
0.17574,0.59021,37,23,1313.5,1066.6
0.1163,0.22261,26,35,1684.3,1496.1
0.16252,0.64759,18,17,1056.4,1324.7
0.098499,0.18409,14,25,1127.3,1030.8
0.13251,0.24919,46,24,2987.2,1238.6
0.15764,0.31227,35,34,1496.1,1205.5
0.16533,0.66771,22,35,1081.7,1496.1
0.15915,0.34682,23,25,1066.6,1036.3
0.12656,0.64893,68,28,1407.1,920.87
0.13257,0.24924,26,9,1684.3,1361.5
0.11863,0.24842,40,28,1484.5,920.87
0.13147,0.24812,37,24,1313.5,879.96
0.032697,0.94833,14,12,1127.3,1317.3
0.14916,0.30915,8,22,1017.2,1081.7
0.13251,0.75081,43,46,1733.6,2987.2
0.1503,0.30696,68,47,1407.1,966.16
0.11516,0.76079,39,31,839.96,1375.1
0.18146,0.56507,11,24,952.62,1006.7
0.040541,0.066719,21,60,2825,2211.5
0.18138,0.43489,40,18,1484.5,1056.4
0.11287,0.22126,17,24,1107.2,879.96
0.13254,0.75079,22,35,1109.1,2236.8
0.13252,0.7508,22,46,1081.7,2987.2
0.18144,0.43488,17,25,926.83,1047.6
0.14313,0.32108,14,37,1127.3,1313.5
0.14381,0.6934,25,14,1047.6,1127.3
0.13957,0.59601,68,25,1407.1,1036.3
0.1325,0.24919,56,68,2898.9,1407.1
0.17566,0.40979,49,64,1267.9,1287.6
0.14243,0.26404,55,14,1933.8,1127.3
0.10003,0.20199,31,40,1375.1,864.53
0.1326,0.75082,35,21,1020.8,2825
0.12345,0.76097,77,20,1354.4,1713.1
0.18537,0.48327,24,39,1238.6,839.96
0.17077,0.38832,31,22,1375.1,1081.7
0.17256,0.59903,31,25,978.58,1036.3
0.18308,0.55325,50,34,1728.8,1306.1
0.12819,0.72909,28,16,920.87,1768.4
0.16912,0.38571,11,8,1090.3,1017.2
0.18583,0.51641,12,11,1317.3,1090.3
0.051985,0.91962,26,21,1684.3,2825
0.18142,0.5651,18,24,1056.4,1006.7
0.18413,0.453,50,47,1728.8,966.16
0.13677,0.62601,60,17,2211.5,1541.9
0.16537,0.33228,26,11,1684.3,1090.3
0.18532,0.48327,50,49,1728.8,1267.9
0.17579,0.59023,22,17,1081.7,926.83
0.10457,0.77436,77,68,1354.4,1407.1
