0.15938,0.65324
0.17268,0.61377
0.15617,0.64203
0.041144,0.92787
0.14629,0.65663
0.17063,0.56592
0.086568,0.81176
0.15909,0.63836
0.083389,0.84107
0.096431,0.81455
0.16163,0.6321
0.019545,0.97872
0.16885,0.6255
0.075673,0.86732
0.14434,0.70081
0.16483,0.59486
0.10683,0.77721
0.093982,0.81084
0.17041,0.44042
0.099102,0.80052
0.1292,0.75658
0.17859,0.57784
0.16085,0.62351
0.18382,0.54054
0.13926,0.72731
0.15574,0.6627
0.041742,0.92512
0.12284,0.25405
0.080587,0.8741
0.18298,0.47811
0.16565,0.61003
0.14482,0.71136
0.11765,0.76814
0.17398,0.60414
0.16214,0.62229
0.11236,0.76061
0.070217,0.86863
0.16849,0.66927
0.11932,0.72802
0.019808,0.97297
0.053751,0.91564
0.099361,0.80979
0.0092222,0.99112
0.033596,0.94706
0.039804,0.92498
0.14725,0.35436
0.10899,0.80725
0.053846,0.88692
0.14269,0.73562
0.063622,0.88145
0.11905,0.7825
0.16195,0.65707
0.17147,0.34715
0.06036,0.88543
0.16769,0.33673
0.18331,0.51883
0.03875,0.94039
0.033915,0.94473
0.1435,0.67929
0.13779,0.72898
0.1325,0.6957
0.1251,0.73741
0.13257,0.72433
0.098626,0.84168
0.056813,0.9128
0.059602,0.9108
0.044235,0.93676
0.1683,0.53066
0.15963,0.63651
0.10937,0.77834
0.13457,0.72144
0.16291,0.32088
0.14,0.73366
0.09231,0.81632
0.16423,0.63051
0.095502,0.82221
0.17505,0.58157
0.14362,0.28573
0.071109,0.8564
0.1724,0.60853
0.13704,0.74603
0.043475,0.9398
0.18199,0.50768
0.14064,0.73453
0.078976,0.8525
0.054768,0.88444
0.045364,0.933
0.12068,0.72618
0.077464,0.84178
0.1479,0.67332
0.074803,0.85207
0.17008,0.60551
0.18582,0.5156
0.12338,0.74768
0.12694,0.70599
0.02538,0.97102
0.13845,0.71916
0.13425,0.75197
0.15767,0.6875
0.10611,0.78133
