0.001,0.0005,1,8.9691e-08,0.49192
0.001,0.0005,1.1,4.5211e-07,0.48179
0.001,0.0005,1.2,2.2059e-06,0.46043
0.001,0.0005,1.3,9.8703e-06,0.41786
0.001,0.0005,1.4,3.4281e-05,0.34211
0.001,0.0005,1.5,6.4474e-05,0.2381
0.001,0.0005,1.6,5.4481e-05,0.14547
0.001,0.0005,1.7,3.0923e-05,0.090111
0.001,0.0005,1.8,1.848e-05,0.06277
0.001,0.0005,1.9,1.3982e-05,0.050293
0.001,0.0005,2,1.4094e-05,0.045854
0.001,0.0005,2.1,1.909e-05,0.046881
0.001,0.0005,2.2,3.5065e-05,0.053235
0.001,0.0005,2.3,9.1224e-05,0.067215
0.001,0.0005,2.4,0.0003631,0.0955
0.001,0.0005,2.5,0.0024092,0.15577
0.001,0.0005,2.6,0.021066,0.28005
0.001,0.0005,2.7,0.060707,0.3894
0.001,0.0005,2.8,0.080094,0.4306
0.001,0.0005,2.9,0.089875,0.44914
0.001,0.0005,3,0.096072,0.45936
0.001,0.0005,3.1,0.10055,0.46568
0.001,0.0005,3.2,0.10403,0.4699
0.001,0.0005,3.3,0.10685,0.47288
0.001,0.0005,3.4,0.10919,0.47507
0.001,0.0005,3.5,0.11117,0.47673
0.001,0.0005,3.6,0.11286,0.47802
0.001,0.0005,3.7,0.11431,0.47904
0.001,0.0005,3.8,0.11556,0.47988
0.001,0.0005,3.9,0.11665,0.48056
0.001,0.0005,4,0.1176,0.48113
0.001,0.0005,4.1,0.11844,0.48161
0.001,0.0005,4.2,0.11917,0.48202
0.001,0.0005,4.3,0.11981,0.48237
0.001,0.0005,4.4,0.12038,0.48267
0.001,0.0005,4.5,0.12088,0.48293
0.001,0.0005,4.6,0.12132,0.48316
0.001,0.0005,4.7,0.12171,0.48336
0.001,0.0005,4.8,0.12205,0.48354
0.001,0.0005,4.9,0.12236,0.4837
0.001,0.0005,5,0.12264,0.48384
0.001,0.001,1,1.3216e-14,0.4955
0.001,0.001,1.1,2.0631e-10,0.48962
0.001,0.001,1.2,4.1567e-09,0.47645
0.001,0.001,1.3,4.5191e-08,0.4476
0.001,0.001,1.4,3.3743e-07,0.38727
0.001,0.001,1.5,1.3424e-06,0.27967
0.001,0.001,1.6,1.6014e-06,0.15446
0.001,0.001,1.7,6.7485e-07,0.073436
0.001,0.001,1.8,2.115e-07,0.036464
0.001,0.001,1.9,7.2725e-08,0.020422
0.001,0.001,2,3.0141e-08,0.012912
0.001,0.001,2.1,1.4964e-08,0.0090318
0.001,0.001,2.2,8.634e-09,0.0068394
0.001,0.001,2.3,5.6308e-09,0.0055162
0.001,0.001,2.4,4.049e-09,0.004675
0.001,0.001,2.5,3.15e-09,0.0041224
0.001,0.001,2.6,2.6111e-09,0.0037527
0.001,0.001,2.7,2.2813e-09,0.0035074
0.001,0.001,2.8,2.0807e-09,0.0033494
0.001,0.001,2.9,1.969e-09,0.0032581
0.001,0.001,3,1.9234e-09,0.0032199
0.001,0.001,3.1,1.9311e-09,0.003226
0.001,0.001,3.2,1.9868e-09,0.0032719
0.001,0.001,3.3,2.0905e-09,0.0033556
0.001,0.001,3.4,2.2472e-09,0.0034785
0.001,0.001,3.5,2.4652e-09,0.0036424
0.001,0.001,3.6,2.7583e-09,0.0038517
0.001,0.001,3.7,3.1512e-09,0.0041153
0.001,0.001,3.8,3.6704e-09,0.0044392
0.001,0.001,3.9,4.3697e-09,0.0048404
0.001,0.001,4,5.3219e-09,0.0053368
0.001,0.001,4.1,6.6495e-09,0.0059578
0.001,0.001,4.2,8.5569e-09,0.0067459
0.001,0.001,4.3,1.1368e-08,0.0077542
0.001,0.001,4.4,1.5632e-08,0.0090559
0.001,0.001,4.5,2.263e-08,0.010823
0.001,0.001,4.6,3.4575e-08,0.013231
0.001,0.001,4.7,5.7274e-08,0.016696
0.001,0.001,4.8,1.059e-07,0.021868
0.001,0.001,4.9,2.3421e-07,0.03009
0.001,0.001,5,7.137e-07,0.044191
0.001,0.0015,1,1.6278e-21,0.49693
0.001,0.0015,1.1,4.1831e-11,0.49287
0.001,0.0015,1.2,8.8233e-10,0.4836
0.001,0.0015,1.3,1.0106e-08,0.46283
0.001,0.0015,1.4,8.4264e-08,0.41746
0.001,0.0015,1.5,4.4833e-07,0.32769
0.001,0.0015,1.6,8.5276e-07,0.19841
0.001,0.0015,1.7,4.5525e-07,0.095806
0.001,0.0015,1.8,1.3959e-07,0.045281
0.001,0.0015,1.9,4.274e-08,0.023635
0.001,0.0015,2,1.541e-08,0.013883
0.001,0.0015,2.1,6.6342e-09,0.0090323
0.001,0.0015,2.2,3.3289e-09,0.0063766
0.001,0.0015,2.3,1.893e-09,0.0048022
0.001,0.0015,2.4,1.1891e-09,0.0038039
0.001,0.0015,2.5,8.0929e-10,0.0031375
0.001,0.0015,2.6,5.8766e-10,0.0026732
0.001,0.0015,2.7,4.5025e-10,0.0023398
0.001,0.0015,2.8,3.6065e-10,0.0020941
0.001,0.0015,2.9,2.9979e-10,0.0019093
0.001,0.0015,3,2.5697e-10,0.0017677
0.001,0.0015,3.1,2.2603e-10,0.0016578
0.001,0.0015,3.2,2.0334e-10,0.0015723
0.001,0.0015,3.3,1.8662e-10,0.0015063
0.001,0.0015,3.4,1.7418e-10,0.0014553
0.001,0.0015,3.5,1.6499e-10,0.0014164
0.001,0.0015,3.6,1.5829e-10,0.0013873
0.001,0.0015,3.7,1.5354e-10,0.0013664
0.001,0.0015,3.8,1.5044e-10,0.0013525
0.001,0.0015,3.9,1.4874e-10,0.0013448
0.001,0.0015,4,1.4826e-10,0.0013426
0.001,0.0015,4.1,1.4889e-10,0.0013455
0.001,0.0015,4.2,1.5053e-10,0.0013529
0.001,0.0015,4.3,1.532e-10,0.0013648
0.001,0.0015,4.4,1.5713e-10,0.0013822
