45,55,50,2,0,0,0,2,0
44.349,53.887,49.182,2.3578,0.33691,0.44441,0.29304,2.7761,0.37405
43.27,52.14,47.85,3.0113,0.77107,1.1328,0.71852,4.0886,1.0168
41.545,49.473,45.753,4.0429,1.3797,2.1487,1.4117,6.1476,2.0988
38.916,45.583,42.597,5.5223,2.2125,3.5323,2.5619,9.205,3.8704
35.161,40.29,38.161,7.4115,3.2526,5.1834,4.4279,13.457,6.6556
30.251,33.742,32.471,9.4112,4.3583,6.7553,7.3381,18.9,10.774
24.51,26.537,25.97,10.812,5.2397,7.6972,11.678,25.224,16.333
18.599,19.56,19.442,10.686,5.5587,7.6013,17.715,31.881,22.956
13.253,13.593,13.682,8.8294,5.1495,6.5409,24.917,38.257,29.777
8.9509,9.0048,9.1462,6.2984,4.1938,5.0027,31.751,43.801,35.851
5.8017,5.7576,5.8825,4.1191,3.0797,3.5034,37.079,48.163,40.614
3.6528,3.5926,3.6835,2.5763,2.1009,2.3112,40.771,51.306,44.005
2.2558,2.2061,2.2664,1.5758,1.3649,1.4676,43.168,53.429,46.266
1.3759,1.341,1.379,0.95317,0.85939,0.91017,44.671,54.8,47.711
0.83274,0.80993,0.83337,0.57327,0.53061,0.55637,45.594,55.659,48.61
0.50161,0.48728,0.50151,0.34379,0.32364,0.33713,46.155,56.189,49.161
0.30129,0.29247,0.30104,0.20586,0.19591,0.20321,46.493,56.512,49.496
0.18065,0.17529,0.18043,0.12318,0.11804,0.12211,46.696,56.707,49.697
0.1082,0.10497,0.10805,0.073685,0.07092,0.07323,46.818,56.824,49.819
0.064769,0.062825,0.064668,0.044069,0.042534,0.043869,46.891,56.895,49.891
0.038756,0.03759,0.038692,0.026355,0.025482,0.026262,46.935,56.937,49.935
0.023186,0.022488,0.023146,0.015761,0.015256,0.015716,46.961,56.962,49.961
0.01387,0.013452,0.013845,0.0094258,0.0091303,0.0094026,46.977,56.977,49.977
0.0082962,0.008046,0.0082816,0.0056373,0.005463,0.0056248,46.986,56.986,49.986
0.0049621,0.0048124,0.0049533,0.0033714,0.0032681,0.0033645,46.992,56.992,49.992
0.0029678,0.0028782,0.0029625,0.0020163,0.0019548,0.0020123,46.995,56.995,49.995
0.0017749,0.0017214,0.0017718,0.0012058,0.0011692,0.0012035,46.997,56.997,49.997
0.0010615,0.0010295,0.0010596,0.00072113,0.00069929,0.00071979,46.998,56.998,49.998
0.00063484,0.00061568,0.0006337,0.00043127,0.00041822,0.00043047,46.999,56.999,49.999
0.00037957,0.00036812,0.00037889,0.00025785,0.00025006,0.00025738,46.999,56.999,49.999
0.0002267,0.00021986,0.0002263,0.00015401,0.00014935,0.00015373,47,57,50
0.00013539,0.00013131,0.00013515,9.1975e-05,8.9198e-05,9.1809e-05,47,57,50
8.0815e-05,7.8376e-05,8.067e-05,5.4899e-05,5.3242e-05,5.48e-05,47,57,50
4.8143e-05,4.669e-05,4.8057e-05,3.2704e-05,3.1717e-05,3.2645e-05,47,57,50
2.8547e-05,2.7685e-05,2.8495e-05,1.9392e-05,1.8807e-05,1.9357e-05,47,57,50
1.6881e-05,1.6372e-05,1.6851e-05,1.1468e-05,1.1122e-05,1.1447e-05,47,57,50
1.0053e-05,9.7501e-06,1.0035e-05,6.8295e-06,6.6234e-06,6.8172e-06,47,57,50
5.8148e-06,5.6393e-06,5.8043e-06,3.9501e-06,3.8309e-06,3.943e-06,47,57,50
3.4736e-06,3.3688e-06,3.4673e-06,2.3596e-06,2.2884e-06,2.3554e-06,47,57,50
1.9422e-06,1.8836e-06,1.9387e-06,1.3194e-06,1.2795e-06,1.317e-06,47,57,50
1.1508e-06,1.1161e-06,1.1487e-06,7.8175e-07,7.5817e-07,7.8035e-07,47,57,50
6.6107e-07,6.4112e-07,6.5988e-07,4.4907e-07,4.3552e-07,4.4827e-07,47,57,50
3.3034e-07,3.2037e-07,3.2974e-07,2.244e-07,2.1763e-07,2.24e-07,47,57,50
1.586e-07,1.5382e-07,1.5832e-07,1.0774e-07,1.0449e-07,1.0755e-07,47,57,50
1.0127e-07,9.8216e-08,1.0109e-07,6.8795e-08,6.672e-08,6.8672e-08,47,57,50
5.6923e-08,5.5206e-08,5.6821e-08,3.8669e-08,3.7502e-08,3.8599e-08,47,57,50
2.3201e-08,2.2501e-08,2.3159e-08,1.576e-08,1.5285e-08,1.5732e-08,47,57,50
1.0407e-10,1.0092e-10,1.0388e-10,7.0694e-11,6.8561e-11,7.0565e-11,47,57,50
-1.2367e-08,-1.1993e-08,-1.2344e-08,-8.4008e-09,-8.1473e-09,-8.3857e-09,47,57,50
-1.4211e-08,-1.3782e-08,-1.4186e-08,-9.6539e-09,-9.3626e-09,-9.6366e-09,47,57,50
-1.0423e-08,-1.0108e-08,-1.0404e-08,-7.0803e-09,-6.8667e-09,-7.0676e-09,47,57,50
-7.4015e-09,-7.1782e-09,-7.3882e-09,-5.0279e-09,-4.8763e-09,-5.0189e-09,47,57,50
-4.6974e-09,-4.5557e-09,-4.689e-09,-3.191e-09,-3.0947e-09,-3.1853e-09,47,57,50
-2.3105e-09,-2.2408e-09,-2.3063e-09,-1.5695e-09,-1.5222e-09,-1.5667e-09,47,57,50
-2.4066e-10,-2.334e-10,-2.4023e-10,-1.6348e-10,-1.5855e-10,-1.6319e-10,47,57,50
1.512e-09,1.4664e-09,1.5093e-09,1.0271e-09,9.9614e-10,1.0253e-09,47,57,50
2.9475e-09,2.8586e-09,2.9422e-09,2.0023e-09,1.9419e-09,1.9987e-09,47,57,50
4.0659e-09,3.9433e-09,4.0586e-09,2.762e-09,2.6787e-09,2.7571e-09,47,57,50
4.8672e-09,4.7203e-09,4.8584e-09,3.3063e-09,3.2066e-09,3.3004e-09,47,57,50
5.3513e-09,5.1898e-09,5.3417e-09,3.6352e-09,3.5255e-09,3.6287e-09,47,57,50
5.5182e-09,5.3517e-09,5.5083e-09,3.7486e-09,3.6355e-09,3.7419e-09,47,57,50
5.368e-09,5.2061e-09,5.3584e-09,3.6466e-09,3.5366e-09,3.6401e-09,47,57,50
4.9007e-09,4.7529e-09,4.8919e-09,3.3291e-09,3.2287e-09,3.3232e-09,47,57,50
4.1163e-09,3.9921e-09,4.1089e-09,2.7962e-09,2.7119e-09,2.7912e-09,47,57,50
3.0147e-09,2.9237e-09,3.0093e-09,2.0479e-09,1.9861e-09,2.0442e-09,47,57,50
2.1533e-09,2.0883e-09,2.1494e-09,1.4628e-09,1.4186e-09,1.4601e-09,47,57,50
1.5291e-09,1.483e-09,1.5264e-09,1.0388e-09,1.0074e-09,1.0369e-09,47,57,50
9.7047e-10,9.4119e-10,9.6873e-10,6.5925e-10,6.3936e-10,6.5807e-10,47,57,50
4.7733e-10,4.6293e-10,4.7648e-10,3.2426e-10,3.1448e-10,3.2368e-10,47,57,50
4.9719e-11,4.8219e-11,4.963e-11,3.3775e-11,3.2756e-11,3.3714e-11,47,57,50
