0.005,0,1,NaN,0.5748
0.005,0,1.2,NaN,0.5748
0.005,0,1.4,NaN,0.5748
0.005,0,1.6,NaN,0.5748
0.005,0,1.8,NaN,0.5748
0.005,0,2,NaN,0.5748
0.005,0,2.2,NaN,0.5748
0.005,0,2.4,NaN,0.5748
0.005,0,2.6,NaN,0.5748
0.005,0,2.8,NaN,0.5748
0.005,0,3,NaN,0.5748
0.005,0,3.2,NaN,0.5748
0.005,0,3.4,NaN,0.5748
0.005,0,3.6,NaN,0.5748
0.005,0,3.8,NaN,0.5748
0.005,0,4,NaN,0.5748
0.005,0,4.2,NaN,0.5748
0.005,0,4.4,NaN,0.5748
0.005,0,4.6,NaN,0.5748
0.005,0,4.8,NaN,0.5748
0.005,0,5,NaN,0.5748
0.005,0.005,1,0.0058686,0.57052
0.005,0.005,1.2,0.089374,0.79564
0.005,0.005,1.4,0.1165,0.79705
0.005,0.005,1.6,0.1548,0.73926
0.005,0.005,1.8,0.15731,0.7389
0.005,0.005,2,0.1583,0.73884
0.005,0.005,2.2,0.15876,0.7388
0.005,0.005,2.4,0.16597,0.72103
0.005,0.005,2.6,0.1661,0.72102
0.005,0.005,2.8,0.16617,0.72102
0.005,0.005,3,0.17282,0.70702
0.005,0.005,3.2,0.17285,0.70702
0.005,0.005,3.4,0.17286,0.70702
0.005,0.005,3.6,0.18391,0.68546
0.005,0.005,3.8,0.18391,0.68546
0.005,0.005,4,0.18889,0.67678
0.005,0.005,4.2,0.18889,0.67678
0.005,0.005,4.4,0.18889,0.67677
0.005,0.005,4.6,0.19347,0.6719
0.005,0.005,4.8,0.19347,0.6719
0.005,0.005,5,0.19347,0.6719
0.005,0.01,1,0.0011945,0.57465
0.005,0.01,1.2,0.037962,0.86959
0.005,0.01,1.4,0.083063,0.81678
0.005,0.01,1.6,0.093406,0.81199
0.005,0.01,1.8,0.10934,0.79634
0.005,0.01,2,0.12085,0.77815
0.005,0.01,2.2,0.14113,0.73837
0.005,0.01,2.4,0.14187,0.73817
0.005,0.01,2.6,0.14229,0.73805
0.005,0.01,2.8,0.14867,0.72012
0.005,0.01,3,0.14882,0.72008
0.005,0.01,3.2,0.14891,0.72006
0.005,0.01,3.4,0.14897,0.72005
0.005,0.01,3.6,0.15487,0.70612
0.005,0.01,3.8,0.15489,0.70612
0.005,0.01,4,0.1549,0.70612
0.005,0.01,4.2,0.15491,0.70612
0.005,0.01,4.4,0.15492,0.70612
0.005,0.01,4.6,0.15969,0.69395
0.005,0.01,4.8,0.16401,0.68504
0.005,0.01,5,0.16401,0.68504
0.005,0.015,1,0.00028198,0.57826
0.005,0.015,1.2,0.00092079,0.98317
0.005,0.015,1.4,0.043002,0.8812
