0.01,0.0005,1,0.0074091,0.55296
0.01,0.0005,1.1,0.41499,0.51886
0.01,0.0005,1.2,0.45657,0.50813
0.01,0.0005,1.3,0.46715,0.50576
0.01,0.0005,1.4,0.47153,0.50479
0.01,0.0005,1.5,0.47374,0.5043
0.01,0.0005,1.6,0.47496,0.50403
0.01,0.0005,1.7,0.47567,0.50386
0.01,0.0005,1.8,0.4761,0.50375
0.01,0.0005,1.9,0.47637,0.50369
0.01,0.0005,2,0.47654,0.50364
0.01,0.0005,2.1,0.47665,0.50361
0.01,0.0005,2.2,0.47672,0.50359
0.01,0.0005,2.3,0.47676,0.50358
0.01,0.0005,2.4,0.47679,0.50357
0.01,0.0005,2.5,0.47681,0.50357
0.01,0.0005,2.6,0.47682,0.50356
0.01,0.0005,2.7,0.47683,0.50356
0.01,0.0005,2.8,0.47683,0.50356
0.01,0.0005,2.9,0.47684,0.50356
0.01,0.0005,3,0.47684,0.50356
0.01,0.0005,3.1,0.47684,0.50355
0.01,0.0005,3.2,0.47684,0.50355
0.01,0.0005,3.3,0.47684,0.50355
0.01,0.0005,3.4,0.47684,0.50355
0.01,0.0005,3.5,0.47684,0.50355
0.01,0.0005,3.6,0.47684,0.50355
0.01,0.0005,3.7,0.47684,0.50355
0.01,0.0005,3.8,0.47684,0.50355
0.01,0.0005,3.9,0.47684,0.50355
0.01,0.0005,4,0.47684,0.50355
0.01,0.0005,4.1,0.47684,0.50355
0.01,0.0005,4.2,0.47684,0.50355
0.01,0.0005,4.3,0.47684,0.50355
0.01,0.0005,4.4,0.47684,0.50355
0.01,0.0005,4.5,0.47684,0.50355
0.01,0.0005,4.6,0.47684,0.50355
0.01,0.0005,4.7,0.47684,0.50355
0.01,0.0005,4.8,0.47684,0.50355
0.01,0.0005,4.9,0.47684,0.50355
0.01,0.0005,5,0.47684,0.50355
0.01,0.001,1,0.0001274,0.56165
0.01,0.001,1.1,0.22804,0.6158
0.01,0.001,1.2,0.40089,0.52148
0.01,0.001,1.3,0.42891,0.51362
0.01,0.001,1.4,0.44033,0.51072
0.01,0.001,1.5,0.44613,0.50929
0.01,0.001,1.6,0.44943,0.50847
0.01,0.001,1.7,0.45143,0.50797
0.01,0.001,1.8,0.4527,0.50764
0.01,0.001,1.9,0.45352,0.50742
0.01,0.001,2,0.45407,0.50727
0.01,0.001,2.1,0.45443,0.50717
0.01,0.001,2.2,0.45468,0.5071
0.01,0.001,2.3,0.45485,0.50705
0.01,0.001,2.4,0.45497,0.50701
0.01,0.001,2.5,0.45505,0.50698
0.01,0.001,2.6,0.45511,0.50696
0.01,0.001,2.7,0.45515,0.50695
0.01,0.001,2.8,0.45517,0.50694
0.01,0.001,2.9,0.45519,0.50693
0.01,0.001,3,0.4552,0.50693
0.01,0.001,3.1,0.45521,0.50693
0.01,0.001,3.2,0.45522,0.50692
0.01,0.001,3.3,0.45522,0.50692
0.01,0.001,3.4,0.45523,0.50692
0.01,0.001,3.5,0.45523,0.50692
0.01,0.001,3.6,0.45523,0.50692
0.01,0.001,3.7,0.45523,0.50692
0.01,0.001,3.8,0.45523,0.50692
0.01,0.001,3.9,0.45523,0.50692
0.01,0.001,4,0.45523,0.50692
0.01,0.001,4.1,0.45523,0.50692
0.01,0.001,4.2,0.45523,0.50692
0.01,0.001,4.3,0.45523,0.50692
0.01,0.001,4.4,0.45523,0.50692
0.01,0.001,4.5,0.45523,0.50692
0.01,0.001,4.6,0.45523,0.50692
0.01,0.001,4.7,0.45524,0.50692
0.01,0.001,4.8,0.45524,0.50692
0.01,0.001,4.9,0.45524,0.50692
0.01,0.001,5,0.45524,0.50692
0.01,0.0015,1,2.0812e-06,0.55685
0.01,0.0015,1.1,7.2293e-21,1
0.01,0.0015,1.2,0.33193,0.54541
0.01,0.0015,1.3,0.387,0.52404
0.01,0.0015,1.4,0.40758,0.51782
0.01,0.0015,1.5,0.41794,0.51493
0.01,0.0015,1.6,0.42387,0.51331
0.01,0.0015,1.7,0.42752,0.51232
0.01,0.0015,1.8,0.42987,0.51167
0.01,0.0015,1.9,0.43144,0.51123
0.01,0.0015,2,0.4325,0.51092
0.01,0.0015,2.1,0.43324,0.5107
0.01,0.0015,2.2,0.43376,0.51054
0.01,0.0015,2.3,0.43412,0.51043
0.01,0.0015,2.4,0.43438,0.51035
0.01,0.0015,2.5,0.43456,0.51028
0.01,0.0015,2.6,0.4347,0.51024
0.01,0.0015,2.7,0.43479,0.5102
0.01,0.0015,2.8,0.43486,0.51018
0.01,0.0015,2.9,0.43491,0.51016
0.01,0.0015,3,0.43495,0.51015
0.01,0.0015,3.1,0.43497,0.51014
0.01,0.0015,3.2,0.43499,0.51013
0.01,0.0015,3.3,0.43501,0.51012
0.01,0.0015,3.4,0.43502,0.51012
0.01,0.0015,3.5,0.43502,0.51012
0.01,0.0015,3.6,0.43503,0.51011
0.01,0.0015,3.7,0.43503,0.51011
0.01,0.0015,3.8,0.43504,0.51011
0.01,0.0015,3.9,0.43504,0.51011
0.01,0.0015,4,0.43504,0.51011
0.01,0.0015,4.1,0.43504,0.51011
0.01,0.0015,4.2,0.43504,0.51011
0.01,0.0015,4.3,0.43504,0.51011
0.01,0.0015,4.4,0.43504,0.51011
0.01,0.0015,4.5,0.43504,0.51011
0.01,0.0015,4.6,0.43504,0.51011
0.01,0.0015,4.7,0.43504,0.51011
0.01,0.0015,4.8,0.43504,0.51011
0.01,0.0015,4.9,0.43504,0.51011
0.01,0.0015,5,0.43504,0.51011
0.01,0.002,1,3.1152e-08,0.55033
0.01,0.002,1.1,9.539e-25,1
0.01,0.002,1.2,3.5078e-17,1
0.01,0.002,1.3,0.34044,0.53902
0.01,0.002,1.4,0.37341,0.52653
0.01,0.002,1.5,0.38933,0.52138
0.01,0.002,1.6,0.39838,0.51862
0.01,0.002,1.7,0.40398,0.51696
0.01,0.002,1.8,0.40762,0.51587
0.01,0.002,1.9,0.41008,0.51513
0.01,0.002,2,0.41178,0.51461
0.01,0.002,2.1,0.41298,0.51424
0.01,0.002,2.2,0.41383,0.51396
0.01,0.002,2.3,0.41445,0.51376
0.01,0.002,2.4,0.41489,0.51361
0.01,0.002,2.5,0.41522,0.5135
0.01,0.002,2.6,0.41546,0.51341
0.01,0.002,2.7,0.41564,0.51334
0.01,0.002,2.8,0.41577,0.5133
0.01,0.002,2.9,0.41586,0.51326
0.01,0.002,3,0.41594,0.51323
0.01,0.002,3.1,0.41599,0.51321
0.01,0.002,3.2,0.41603,0.51319
0.01,0.002,3.3,0.41606,0.51318
0.01,0.002,3.4,0.41608,0.51317
0.01,0.002,3.5,0.4161,0.51316
0.01,0.002,3.6,0.41611,0.51315
0.01,0.002,3.7,0.41612,0.51315
0.01,0.002,3.8,0.41613,0.51315
0.01,0.002,3.9,0.41613,0.51314
0.01,0.002,4,0.41614,0.51314
0.01,0.002,4.1,0.41614,0.51314
0.01,0.002,4.2,0.41614,0.51314
0.01,0.002,4.3,0.41614,0.51314
0.01,0.002,4.4,0.41614,0.51314
0.01,0.002,4.5,0.41615,0.51314
0.01,0.002,4.6,0.41615,0.51314
0.01,0.002,4.7,0.41615,0.51314
0.01,0.002,4.8,0.41615,0.51314
0.01,0.002,4.9,0.41615,0.51314
0.01,0.002,5,0.41615,0.51314
0.01,0.0025,1,3.9825e-10,0.54394
0.01,0.0025,1.1,7.4518e-25,1
0.01,0.0025,1.2,7.1353e-27,1
0.01,0.0025,1.3,0.28004,0.56814
0.01,0.0025,1.4,0.33722,0.53786
0.01,0.0025,1.5,0.3602,0.52895
0.01,0.0025,1.6,0.37294,0.52454
0.01,0.0025,1.7,0.38079,0.52196
0.01,0.0025,1.8,0.38591,0.5203
0.01,0.0025,1.9,0.3894,0.51917
0.01,0.0025,2,0.39183,0.51838
0.01,0.0025,2.1,0.39356,0.51781
0.01,0.0025,2.2,0.39481,0.51738
0.01,0.0025,2.3,0.39573,0.51706
0.01,0.0025,2.4,0.3964,0.51682
0.01,0.0025,2.5,0.39691,0.51664
0.01,0.0025,2.6,0.39728,0.5165
0.01,0.0025,2.7,0.39756,0.51639
0.01,0.0025,2.8,0.39778,0.51631
0.01,0.0025,2.9,0.39794,0.51625
0.01,0.0025,3,0.39806,0.5162
0.01,0.0025,3.1,0.39815,0.51616
0.01,0.0025,3.2,0.39822,0.51613
0.01,0.0025,3.3,0.39827,0.5161
0.01,0.0025,3.4,0.39831,0.51608
0.01,0.0025,3.5,0.39834,0.51607
0.01,0.0025,3.6,0.39837,0.51606
0.01,0.0025,3.7,0.39839,0.51605
0.01,0.0025,3.8,0.3984,0.51604
0.01,0.0025,3.9,0.39841,0.51604
0.01,0.0025,4,0.39842,0.51603
0.01,0.0025,4.1,0.39843,0.51603
0.01,0.0025,4.2,0.39843,0.51603
0.01,0.0025,4.3,0.39843,0.51603
0.01,0.0025,4.4,0.39844,0.51603
0.01,0.0025,4.5,0.39844,0.51602
0.01,0.0025,4.6,0.39844,0.51602
0.01,0.0025,4.7,0.39844,0.51602
0.01,0.0025,4.8,0.39844,0.51602
0.01,0.0025,4.9,0.39844,0.51602
0.01,0.0025,5,0.39844,0.51602
0.01,0.003,1,4.0036e-12,0.53804
0.01,0.003,1.1,1.4578e-24,1
0.01,0.003,1.2,4.6947e-28,1
0.01,0.003,1.3,1.9953e-25,1
0.01,0.003,1.4,0.29644,0.55473
0.01,0.003,1.5,0.33015,0.53827
0.01,0.003,1.6,0.34743,0.5313
0.01,0.003,1.7,0.35788,0.52744
0.01,0.003,1.8,0.36468,0.52502
0.01,0.003,1.9,0.36932,0.5234
0.01,0.003,2,0.37257,0.52226
0.01,0.003,2.1,0.37491,0.52143
0.01,0.003,2.2,0.37662,0.52082
0.01,0.003,2.3,0.37788,0.52036
0.01,0.003,2.4,0.37882,0.52001
0.01,0.003,2.5,0.37953,0.51974
0.01,0.003,2.6,0.38007,0.51953
0.01,0.003,2.7,0.38047,0.51937
0.01,0.003,2.8,0.38079,0.51924
0.01,0.003,2.9,0.38102,0.51914
