1.776e-08,0.99998,99,42
5.6189e-08,0.99997,121,49
1.3307e-06,0.99968,86,53
0.074346,0.78426,71,69
1.8054e-07,0.99995,127,58
0.078118,0.2197,96,74
1.1718e-07,0.99994,97,78
1.42e-05,0.99853,119,104
0.014351,0.95751,101,80
0.04219,0.79139,102,31
0.0015747,0.96588,41,56
8.8695e-06,0.00080465,81,114
0.026576,0.91711,88,74
0.076036,0.59994,110,101
6.5603e-09,0.99999,83,35
0.072961,0.79315,75,55
0.0030353,0.95493,103,83
3.8441e-07,0.99987,70,43
5.1817e-08,0.99996,113,34
9.5913e-10,1,138,42
2.3778e-05,0.99752,146,71
4.902e-07,0.99984,109,85
0.021413,0.87594,119,68
3.0324e-07,0.99993,103,46
1.2877e-09,1,111,70
6.6869e-06,0.99921,101,52
4.295e-06,0.99936,68,42
0.015913,0.95513,96,68
1.2593e-07,0.99995,64,47
1.0365e-05,0.99901,82,32
1.6584e-06,0.99966,84,54
5.8881e-07,0.99978,116,62
9.8304e-08,0.99994,95,54
2.8231e-09,0.99999,99,35
1.9813e-05,0.99837,87,75
0.093807,0.37562,91,74
0.0098517,0.93483,124,50
2.2182e-06,0.99973,109,47
6.6912e-08,0.99995,118,48
3.6455e-08,0.99996,66,23
0.073293,0.79121,126,89
3.0668e-09,0.99999,120,38
0.00014536,0.009321,56,106
4.4165e-10,1,105,36
1.6218e-06,0.99976,84,70
0.035527,0.16616,86,85
2.207e-09,0.99999,117,31
5.9112e-06,0.9992,66,48
3.2395e-06,0.99939,56,36
0.065665,0.81169,130,73
5.8428e-05,0.9967,109,116
0.085212,0.5367,67,65
0.069284,0.80285,95,66
0.076437,0.74471,85,105
1.3891e-09,0.99999,106,27
2.9054e-07,0.99993,70,46
0.0080632,0.97455,91,73
0.075801,0.78529,82,64
3.2011e-05,0.9973,174,83
1.5485e-07,0.99995,161,78
2.7016e-06,0.99948,41,49
0.084648,0.75858,43,92
0.068667,0.77306,64,54
0.0035186,0.03586,63,131
3.9636e-09,0.99999,86,68
0.020462,0.88784,72,43
4.385e-10,1,125,56
1.2643e-06,0.99971,60,42
0.072408,0.21216,83,100
2.7801e-05,0.99746,72,45
0.017907,0.95141,46,62
9.4376e-09,0.99998,145,34
0.044371,0.77457,90,74
0.077108,0.78115,88,92
0.091071,0.44573,77,116
0.085906,0.2698,85,97
3.4562e-07,0.99987,78,37
4.1969e-08,3.4112e-05,79,141
0.0021123,0.97227,111,38
2.6822e-08,0.99998,103,21
0.067825,0.49446,74,74
1.1066e-06,0.9997,125,75
4.481e-09,0.99999,97,30
8.3837e-08,0.99995,78,41
0.087248,0.41341,109,117
5.3191e-07,0.99982,109,49
0.085696,0.25962,100,84
0.0096443,0.94416,124,27
0.093175,0.49448,116,64
3.1985e-08,0.99996,98,27
1.3924e-06,0.99963,132,84
1.1311e-05,0.99904,76,57
1.0343e-08,0.99998,122,35
2.6229e-08,0.99997,126,51
0.070091,0.2041,68,68
3.3397e-08,0.99997,51,33
0.076268,0.36253,55,76
9.0339e-06,0.99861,41,71
1.0266e-08,0.99998,108,34
0.071486,0.79828,135,87
9.4256e-08,0.99994,104,48
0.017544,0.95215,115,70
0.00056835,0.99123,66,62
4.0732e-08,0.99997,153,41
2.6092e-09,0.99999,139,41
5.0792e-06,0.99928,106,110
0.035305,0.22593,63,109
1.7761e-09,0.99999,170,55
8.1165e-08,5.2988e-05,58,121
1.8216e-09,7.0667e-06,55,98
0.077262,0.21749,71,108
2.8366e-05,0.99771,91,37
1.321e-06,0.9998,64,48
0.092457,0.31213,53,49
0.0079919,0.9422,72,48
0.063163,0.71976,66,54
0.065528,0.79655,81,88
0.017467,0.95225,88,86
