7.3094e-09,0.99999,76,32
0.087049,0.55854,73,87
0.016851,0.90203,104,52
5.4812e-08,0.99996,90,45
1.0099e-08,0.99998,144,59
3.2219e-08,0.99997,100,25
5.3513e-06,0.99912,69,51
0.026328,0.91921,78,66
0.017243,0.95276,56,40
1.4184e-09,0.99999,114,34
0.053327,0.7564,102,52
0.01853,0.94881,75,79
0.090003,0.47287,77,82
1.1361e-07,0.99993,80,21
4.5705e-06,0.99931,105,64
1.18e-08,0.99998,148,25
0.077416,0.64691,101,34
0.086727,0.37153,97,90
0.0001543,0.98975,65,62
2.7223e-08,0.99996,105,29
7.0598e-09,0.99999,103,48
8.0208e-08,0.99996,173,75
1.1985e-05,0.99866,83,77
0.01488,0.95687,132,60
6.1522e-05,0.99536,87,28
3.0918e-08,0.99998,110,38
1.2182e-08,0.99998,113,29
0.078474,0.74938,88,110
0.081983,0.68739,67,84
3.4591e-09,0.99999,118,48
0.084623,0.23718,94,43
0.023198,0.86389,92,93
3.7599e-09,0.99999,143,43
5.6396e-08,0.99996,108,33
5.4927e-09,0.99999,119,44
4.0919e-08,0.99996,149,48
0.071008,0.40595,64,85
0.079078,0.36001,74,86
1.1123e-07,0.99995,138,44
2.7048e-08,0.99998,128,44
1.0067e-05,0.99867,123,74
6.9669e-09,0.99998,164,35
5.6845e-06,0.00086734,61,81
0.079455,0.77533,101,84
1.1055e-07,0.99994,152,60
9.056e-08,0.99995,101,41
1.6047e-05,0.99836,148,73
0.013398,0.9593,56,32
0.03811,0.86093,90,47
0.062617,0.18729,94,142
0.0944,0.44778,104,96
0.078947,0.77866,48,91
0.00032556,0.99212,105,83
2.6795e-07,0.99989,137,61
4.7477e-08,0.99996,115,56
0.016567,0.95399,99,63
0.003669,0.95807,102,100
0.00016134,0.007738,78,99
0.0781,0.63004,52,48
3.7966e-06,0.99954,55,40
0.065284,0.80795,124,55
0.093208,0.47081,98,74
0.0037193,0.96394,147,91
4.7736e-08,0.99996,62,36
0.088099,0.51324,86,99
5.0384e-08,0.99995,42,33
0.087261,0.59929,77,25
0.066285,0.48743,75,99
3.2039e-05,0.99746,49,63
0.015902,0.89862,101,65
6.823e-06,0.99913,100,51
0.0076105,0.92324,115,65
7.8189e-09,0.99999,106,37
0.073842,0.34414,60,90
1.6924e-06,0.99961,127,46
0.04454,0.26085,35,51
6.8933e-08,0.99996,91,46
3.4517e-06,0.99937,99,59
0.00037901,0.99062,83,90
0.013904,0.95836,165,81
3.1657e-09,0.99999,157,52
1.2105e-06,0.99975,80,55
0.032032,0.8358,104,69
8.5745e-08,0.99995,84,25
0.087282,0.72773,63,76
0.019687,0.94198,49,90
2.2919e-08,0.99997,105,50
2.3853e-06,0.99958,113,73
0.0071061,0.93795,82,81
0.015874,0.95513,65,43
0.00092045,0.98696,53,62
0.0055359,0.93972,69,60
1.8163e-07,0.9999,160,24
0.075826,0.77402,57,51
0.068755,0.80264,72,65
0.016404,0.9543,161,85
3.0981e-07,0.99987,87,36
1.2356e-09,0.99999,147,29
0.012456,0.96123,121,84
0.013147,0.9598,98,70
0.012638,0.96069,116,37
0.021859,0.91301,65,32
5.2041e-07,0.99983,96,77
1.5305e-07,0.99992,112,64
1.5547e-10,1,88,34
2.4375e-07,0.99988,112,41
0.086064,0.38021,113,75
7.6205e-06,0.99916,58,50
6.7272e-09,0.99999,141,49
0.090777,0.44284,117,99
2.0075e-08,0.99997,160,69
0.092001,0.5672,65,64
0.04737,0.17886,70,90
6.0964e-05,0.99568,89,75
0.00019535,0.98924,48,41
0.064282,0.36176,106,103
0.019066,0.91626,53,31
0.024108,0.87161,103,85
1.9612e-07,0.9999,108,57
5.2439e-05,0.9957,61,49
0.092973,0.53944,85,73
0.074965,0.21294,74,85
0.090864,0.54849,46,46
0.085072,0.25001,68,24
1.5739e-06,0.99965,68,69
1.3294e-07,0.99994,96,74
2.4253e-06,0.99948,61,56
0.029348,0.89005,80,44
1.1241e-06,0.0002654,60,88
4.4073e-09,0.99999,120,58
0.075277,0.78709,82,77
2.7007e-06,0.99958,89,50
0.023896,0.90328,111,75
0.001934,0.98692,63,43
5.2806e-06,0.99916,146,69
1.0345e-10,1,68,26
3.8333e-10,1,49,38
2.5511e-09,0.99999,89,28
2.1486e-05,0.99819,51,42
3.5916e-05,0.99704,116,56
6.197e-06,0.00061626,45,86
1.355e-08,0.99998,106,42
2.2975e-07,0.99991,75,38
0.00019536,0.99409,59,58
6.2022e-09,0.99999,93,39
0.0005859,0.98535,62,72
0.015196,0.91078,66,31
0.09341,0.42825,106,78
7.5881e-07,0.99979,58,42
1.2112e-05,0.99878,55,64
2.0366e-08,0.99996,144,51
2.9803e-07,0.99988,176,85
0.07383,0.62838,90,42
2.3014e-06,0.99956,108,94
1.0055e-07,0.99994,104,49
2.6884e-09,0.99999,100,37
0.041009,0.85355,78,72
1.4247e-06,0.9997,82,50
3.6397e-05,0.99717,134,56
1.6205e-08,0.99998,79,37
0.014798,0.088519,71,94
1.3583e-07,0.99992,137,39
3.7251e-08,0.99997,119,62
0.07459,0.78832,106,85
0.069799,0.79835,106,72
0.09159,0.53795,97,88
4.5012e-07,0.99989,143,81
3.7356e-09,0.99999,122,22
0.023558,0.86183,77,87
3.6568e-06,0.99933,109,89
1.1752e-06,0.99978,105,48
4.4109e-06,0.99932,52,34
0.010546,0.076988,87,120
0.082444,0.37482,52,90
0.026317,0.899,108,46
0.0065362,0.9486,102,45
3.1046e-06,0.99937,57,56
0.073162,0.21453,73,73
8.025e-07,0.99984,121,86
0.062243,0.69947,105,66
9.629e-07,0.99975,82,46
1.7972e-08,0.99998,67,41
0.00016836,0.98983,59,53
0.064401,0.813,78,50
0.077513,0.7812,101,86
9.4462e-06,0.99909,79,52
5.047e-06,0.99923,56,36
0.026268,0.84705,117,120
0.018104,0.95041,72,70
6.0209e-08,0.99995,140,46
2.0618e-06,0.99956,89,84
0.070129,0.77887,84,55
3.466e-08,0.99994,146,62
0.0023625,0.95924,107,63
0.084878,0.27784,119,58
0.013517,0.93179,59,31
2.9608e-08,0.99998,118,40
1.1224e-07,0.99996,106,47
0.037454,0.16038,52,74
1.8136e-07,0.99992,71,30
7.9451e-07,0.99982,85,69
0.07098,0.79767,89,132
0.083345,0.64611,130,91
6.3836e-07,0.9998,101,48
4.4184e-09,0.99999,93,35
0.0019169,0.97508,61,60
4.9665e-08,3.9521e-05,49,96
2.5276e-08,0.99997,99,56
3.25e-05,0.997,133,81
4.0755e-08,0.99997,111,28
0.015543,0.95523,101,73
0.087779,0.58324,57,61
8.6796e-09,0.99999,148,55
6.7954e-08,0.99995,130,59
2.7342e-06,0.99937,119,49
1.5756e-06,0.99963,88,45
0.076499,0.64704,130,120
0.076824,0.78326,93,80
0.068868,0.78114,98,90
0.074293,0.78775,58,46
0.066641,0.80367,102,80
5.5837e-08,0.99995,117,44
7.5582e-08,0.99995,75,50
1.7309e-05,0.99818,114,28
1.3323e-08,0.99998,93,48
0.018586,0.88999,110,30
9.2812e-06,0.99878,78,69
0.0018947,0.96357,124,91
1.2718e-07,0.99988,120,67
6.5946e-05,0.99534,91,56
7.334e-08,0.99995,44,37
4.6427e-07,0.99983,125,65
0.086394,0.5889,95,74
4.8151e-07,0.99985,62,44
4.3325e-07,0.99988,83,69
0.075105,0.3564,61,82
1.8663e-06,0.00034065,70,90
0.07219,0.20313,49,53
0.080198,0.48127,64,106
8.039e-09,0.99999,97,36
0.078257,0.77375,45,49
0.078092,0.77762,103,107
0.084435,0.25337,128,79
5.4502e-08,0.99995,136,69
9.0363e-09,0.99998,121,42
1.4299e-05,0.99834,117,53
0.021342,0.93172,49,71
0.088247,0.59254,113,91
4.0353e-08,0.99997,81,51
8.4678e-09,0.99998,174,57
7.0275e-09,0.99999,87,36
1.9569e-08,0.99996,157,65
3.4654e-07,0.99986,107,74
1.9346e-08,0.99998,116,28
5.4111e-07,0.99971,74,55
1.0153e-08,0.99998,118,51
3.7518e-06,0.9995,81,28
5.337e-05,0.99583,115,34
2.655e-08,0.99998,95,49
2.3105e-05,0.99799,91,81
0.068386,0.197,101,141
0.089635,0.53884,67,46
0.087127,0.73864,47,126
5.1926e-06,0.99909,112,49
1.0632e-08,0.99999,102,40
0.092801,0.30515,92,77
0.07265,0.79366,99,85
9.4012e-09,0.99999,123,18
0.021103,0.94288,94,60
5.8748e-07,0.99987,94,70
4.3702e-08,0.99996,118,77
0.078275,0.59979,60,69
6.6617e-08,0.99994,94,46
8.9847e-07,0.99973,108,51
0.0028882,0.96054,47,51
0.093233,0.53843,149,62
0.017674,0.91827,79,57
2.3494e-08,0.99997,107,42
2.6107e-07,0.99989,61,38
0.013701,0.91485,106,57
4.6189e-10,1,165,24
0.0006378,0.98959,91,81
