7.6071e-06,0.47912
0.00021864,0.65131
0.00085627,0.60358
1.7702e-05,0.44507
0.00040881,0.62134
1.3686e-05,0.67854
0.00087738,0.64756
9.7948e-06,0.89032
2.9572e-05,0.79669
0.00020753,0.71586
0.00036858,0.6777
0.00064386,0.64166
1.34e-05,0.39927
9.7675e-06,0.64366
1.9103e-05,0.71848
2.706e-05,0.45732
8.3524e-06,0.48814
0.00010364,0.61183
2.7337e-05,0.52267
0.00068634,0.49795
4.6661e-05,0.64709
0.00017807,0.53305
6.4231e-05,0.67194
0.00066663,0.57064
0.00017639,0.64362
0.0001986,0.5241
3.524e-05,0.49364
3.3299e-05,0.67758
7.3611e-06,0.60093
4.3618e-05,0.58359
7.0842e-05,0.6098
0.00028851,0.62454
0.00025309,0.4833
8.4866e-05,0.61613
3.5434e-05,0.58612
4.1075e-05,0.65768
1.163e-05,0.71552
1.0681e-05,0.30061
0.00067785,0.47045
0.00010126,0.66686
0.00043445,0.62795
8.581e-05,0.75153
0.00057403,0.57349
7.6882e-06,0.57683
0.00014347,0.70539
0.00012502,0.64102
2.1036e-05,0.77773
3.087e-06,0.72431
0.00085934,0.47031
9.6317e-05,0.37537
0.00023437,0.68596
0.00082839,0.62841
1.0625e-05,0.81959
6.8712e-05,0.63083
3.989e-05,0.4134
0.00019425,0.68637
9.0006e-05,0.74954
6.9593e-06,0.5978
5.1512e-05,0.6857
6.0509e-05,0.61975
0.00044832,0.48643
0.00015794,0.60318
0.00015737,0.51499
0.00015743,0.54711
0.00040245,0.74159
8.0675e-05,0.68616
2.4543e-05,0.7757
0.00090376,0.55565
3.908e-05,0.73741
4.1019e-06,0.54075
0.00026022,0.67827
0.00020315,0.54148
0.000633,0.53154
3.092e-05,0.34612
0.00018672,0.60332
8.8617e-06,0.63331
2.8421e-05,0.65053
7.0273e-05,0.60403
3.9996e-05,0.75034
0.00014281,0.52385
4.8257e-06,0.66938
7.0984e-05,0.52561
0.00022508,0.49653
6.0797e-05,0.5993
0.00052825,0.73437
1.2792e-05,0.78455
0.00038162,0.50438
1.9052e-05,0.58049
0.00053745,0.54568
0.0010101,0.58728
7.1322e-06,0.64834
5.9333e-05,0.69194
9.3278e-05,0.56238
7.9931e-05,0.38197
1.3306e-05,0.49999
0.00045875,0.57116
0.00088514,0.40074
0.00012332,0.47393
3.0093e-05,0.64504
1.6085e-05,0.74007
