0.058167,0.26819,34,39,1306.1,839.96
0.037619,0.18473,16,19,1768.4,1238
0.02983,0.15203,8,34,1017.2,1519.6
0.092902,0.48519,11,35,1090.3,1496.1
0.079801,0.22355,46,18,2987.2,1056.4
4.8585e-05,0.99741,24,16,1006.7,1768.4
0.089093,0.72413,47,66,966.16,1978.9
1.9914e-07,0.99994,55,35,1933.8,1496.1
0.046077,0.21601,11,50,1090.3,1728.8
4.6382e-07,0.99984,49,22,1267.9,1081.7
1.4777e-10,1.8422e-06,17,77,926.83,1354.4
5.4186e-09,0.99999,68,24,1407.1,879.96
0.091524,0.42562,23,50,1066.6,1728.8
0.00028156,0.98717,31,25,978.58,1047.6
5.8235e-08,0.99995,25,12,1047.6,1317.3
2.8794e-10,1,57,13,1475.8,1247.7
0.060796,0.28212,12,37,957.55,1313.5
8.5049e-06,0.00093204,14,24,1127.3,879.96
0.02027,0.087077,26,65,1684.3,1219.7
0.073493,0.20716,46,37,2987.2,1313.5
1.1708e-08,1.9645e-05,12,47,957.55,966.16
0.036591,0.86588,34,23,1519.6,1112.1
0.010596,0.085817,22,23,1081.7,1066.6
3.0556e-11,8.8631e-07,11,77,1090.3,1354.4
0.088103,0.45589,17,22,1107.2,1081.7
0.0079217,0.94228,37,34,1313.5,1205.5
0.017994,0.85888,55,25,1933.8,1030.8
0.080239,0.22375,27,12,2529.6,1317.3
0.072999,0.20462,21,19,2825,1238
0.030954,0.84329,19,8,965.51,1017.2
5.2607e-07,0.00014089,19,25,965.51,1047.6
0.0022356,0.032683,13,11,1247.7,1090.3
0.014979,0.88605,34,14,1306.1,1127.3
0.078093,0.21956,20,24,1713.1,1006.7
0.063634,0.19277,7,14,1274.3,1127.3
0.089971,0.42056,43,50,1733.6,1728.8
0.091707,0.70793,28,60,920.87,2211.5
0.0032816,0.031734,43,35,1733.6,1020.8
9.5577e-08,6.0761e-05,22,35,1081.7,1020.8
0.075002,0.21799,7,12,1274.3,957.55
0.012687,0.065195,9,35,1361.5,1020.8
2.2434e-06,0.00046462,57,68,1475.8,1407.1
2.7543e-07,8.4926e-05,18,35,1056.4,1020.8
5.9788e-10,1,77,24,1354.4,1006.7
0.093376,0.46874,34,31,1519.6,1375.1
0.09243,0.42461,14,19,1190.9,1238
0.089134,0.27513,35,11,2236.8,1090.3
0.091794,0.40642,23,31,1112.1,1375.1
5.1646e-06,0.00077506,8,23,1017.2,1066.6
2.9593e-06,0.0004061,16,19,1768.4,965.51
0.059306,0.70755,22,22,1109.1,1081.7
0.08464,0.759,24,56,1238.6,2898.9
5.1708e-07,0.99983,19,12,965.51,1317.3
0.068533,0.19419,27,60,2529.6,1586.1
0.043992,0.79134,65,34,1219.7,1306.1
0.086204,0.39824,25,50,1036.3,1728.8
0.075756,0.78603,35,56,1020.8,2898.9
0.0012154,0.030167,14,23,1127.3,1112.1
8.0511e-07,0.99978,40,14,864.53,1127.3
0.078376,0.78015,24,26,879.96,1684.3
0.088171,0.26859,26,11,1684.3,1090.3
2.9289e-08,0.99997,34,16,1519.6,1768.4
0.073869,0.78822,22,17,1109.1,1541.9
0.080864,0.5118,11,17,1090.3,926.83
0.079905,0.77684,25,35,1036.3,2236.8
1.0389e-05,0.001014,24,31,1238.6,978.58
0.06145,0.21298,24,22,1238.6,1109.1
0.06145,0.21298,24,22,1238.6,1109.1
1.4823e-06,0.00026865,18,25,1056.4,1030.8
0.070567,0.20053,56,60,2898.9,1586.1
0.071203,0.79805,47,56,966.16,2898.9
0.00045745,0.98138,40,28,1484.5,920.87
0.00015223,0.0098114,34,40,1205.5,864.53
0.00014256,0.99325,23,12,1112.1,1317.3
2.1284e-07,8.1875e-05,7,35,1274.3,2236.8
0.077341,0.21774,46,31,2987.2,1375.1
0.055906,0.2602,17,25,1324.7,1047.6
0.091678,0.49373,23,25,1066.6,1030.8
0.072858,0.79129,37,20,1313.5,1713.1
4.1708e-07,0.00012024,11,28,952.62,920.87
0.022798,0.8985,19,18,965.51,1056.4
0.09053,0.5779,37,24,1313.5,1006.7
0.081093,0.64858,17,16,1324.7,1768.4
2.0091e-05,0.0020305,11,57,1090.3,1475.8
0.094013,0.47112,23,19,1112.1,1238
3.1719e-06,0.9996,34,19,1205.5,965.51
4.5325e-07,0.99988,40,18,864.53,1056.4
0.047074,0.78993,28,19,920.87,965.51
8.7229e-09,0.99998,65,34,1219.7,1205.5
1.6735e-08,0.99998,49,12,1267.9,957.55
0.089084,0.55687,22,11,1081.7,1090.3
0.090035,0.68114,31,35,1375.1,1496.1
0.062849,0.41302,22,55,1081.7,1933.8
0.070924,0.78217,28,23,920.87,1112.1
0.052095,0.8277,28,9,920.87,1361.5
0.0174,0.079369,23,39,1112.1,839.96
1.3962e-07,0.99996,60,7,1586.1,1274.3
0.078432,0.21946,27,12,2529.6,957.55
0.092053,0.42878,19,22,965.51,1081.7
0.077657,0.21863,20,23,1713.1,1112.1
