49,51,2,0,0,2
47.765,49.676,2.8918,0.3521,0.34303,2.9717
45.829,47.585,4.3677,0.81158,0.80362,4.6032
42.909,44.425,6.6392,1.4393,1.4522,7.1361
38.758,39.943,9.8932,2.2828,2.3485,10.774
33.337,34.133,14.159,3.346,3.504,15.521
26.989,27.409,19.167,4.561,4.8448,21.03
20.434,20.569,24.352,5.795,6.2143,26.636
14.508,14.483,29.057,6.9018,7.4344,31.616
9.749,9.6637,32.856,7.7915,8.3953,35.545
6.2797,6.1915,35.642,8.4466,9.0786,38.362
3.927,3.8571,37.545,8.899,9.5282,40.244
2.4081,2.3591,38.784,9.1984,9.8083,41.443
1.4583,1.4261,39.565,9.3913,9.9764,42.183
0.87625,0.85597,40.049,9.5135,10.075,42.631
0.52403,0.51152,40.345,9.5902,10.131,42.898
0.31249,0.30489,40.525,9.6382,10.163,43.057
0.18603,0.18144,40.634,9.668,10.18,43.151
0.11063,0.10788,40.7,9.6866,10.19,43.205
0.065756,0.064113,40.739,9.6982,10.195,43.238
0.039072,0.038091,40.763,9.7054,10.198,43.256
0.02321,0.022626,40.778,9.7099,10.199,43.267
0.013785,0.013438,40.786,9.7127,10.2,43.274
0.0081867,0.0079801,40.792,9.7145,10.2,43.278
0.0048615,0.0047387,40.795,9.7156,10.2,43.28
0.0028867,0.0028138,40.797,9.7163,10.2,43.281
0.0017141,0.0016708,40.798,9.7167,10.2,43.282
0.0010178,0.00099204,40.799,9.717,10.2,43.282
0.00060432,0.00058903,40.799,9.7171,10.2,43.282
0.00035879,0.00034971,40.799,9.7172,10.2,43.282
0.00021285,0.00020746,40.8,9.7173,10.2,43.282
0.00012621,0.00012302,40.8,9.7174,10.2,43.283
7.4692e-05,7.2803e-05,40.8,9.7174,10.2,43.283
4.4164e-05,4.3046e-05,40.8,9.7174,10.2,43.283
2.6097e-05,2.5437e-05,40.8,9.7174,10.2,43.283
1.5303e-05,1.4916e-05,40.8,9.7174,10.2,43.283
8.938e-06,8.7119e-06,40.8,9.7174,10.2,43.283
5.2661e-06,5.1328e-06,40.8,9.7174,10.2,43.283
3.0021e-06,2.9261e-06,40.8,9.7174,10.2,43.283
1.7232e-06,1.6796e-06,40.8,9.7174,10.2,43.283
1.008e-06,9.8253e-07,40.8,9.7174,10.2,43.283
5.2183e-07,5.0863e-07,40.8,9.7174,10.2,43.283
2.6461e-07,2.5791e-07,40.8,9.7174,10.2,43.283
1.6586e-07,1.6166e-07,40.8,9.7174,10.2,43.283
8.9255e-08,8.6996e-08,40.8,9.7174,10.2,43.283
3.3774e-08,3.2919e-08,40.8,9.7174,10.2,43.283
-5.8421e-10,-5.6942e-10,40.8,9.7174,10.2,43.283
-1.3819e-08,-1.347e-08,40.8,9.7174,10.2,43.283
-1.0882e-08,-1.0607e-08,40.8,9.7174,10.2,43.283
-7.5243e-09,-7.3339e-09,40.8,9.7174,10.2,43.283
-4.5674e-09,-4.4518e-09,40.8,9.7174,10.2,43.283
-2.0115e-09,-1.9606e-09,40.8,9.7174,10.2,43.283
1.4337e-10,1.3974e-10,40.8,9.7174,10.2,43.283
1.8972e-09,1.8492e-09,40.8,9.7174,10.2,43.283
3.25e-09,3.1677e-09,40.8,9.7174,10.2,43.283
4.2017e-09,4.0954e-09,40.8,9.7174,10.2,43.283
