45,55,50,2,0,0,0,2,0
44.349,53.887,49.182,2.3633,0.33024,0.45815,0.28755,2.7828,0.36031
43.27,52.14,47.85,3.0565,0.73112,1.2202,0.67342,4.1288,0.92956
41.545,49.472,45.752,4.2135,1.2821,2.4702,1.2416,6.2458,1.7778
38.915,45.582,42.597,6.0093,2.07,4.4713,2.0753,9.3483,2.932
35.16,40.289,38.16,8.6247,3.1793,7.5251,3.2157,13.532,4.3151
30.249,33.74,32.47,12.149,4.6554,11.781,4.6012,18.604,5.7491
24.505,26.53,25.964,16.449,6.4526,16.99,6.0458,24.017,7.0462
18.587,19.544,19.428,21.101,8.4154,22.496,7.3119,29.041,8.0768
13.24,13.575,13.666,25.527,10.333,27.55,8.2332,33.093,8.7844
8.9364,8.9872,9.1298,29.281,12.041,31.683,8.7824,35.972,9.1875
5.79,5.7444,5.8698,32.176,13.463,34.773,9.0341,37.793,9.3572
3.6441,3.5832,3.6742,34.262,14.598,36.949,9.0934,38.819,9.3768
2.2496,2.1997,2.26,35.702,15.488,38.426,9.048,39.312,9.3143
1.3718,1.3368,1.3749,36.673,16.187,39.41,8.9554,39.477,9.2151
0.83018,0.80738,0.83078,37.322,16.741,40.064,8.8481,39.452,9.1053
0.50005,0.48575,0.49994,37.758,17.19,40.502,8.7419,39.324,8.998
0.30035,0.29156,0.30011,38.056,17.563,40.801,8.6435,39.145,8.8988
0.18009,0.17475,0.17988,38.265,17.882,41.011,8.5547,38.944,8.8093
0.10787,0.10465,0.10772,38.417,18.161,41.163,8.4752,38.734,8.7289
0.064574,0.062636,0.064473,38.532,18.413,41.279,8.4039,38.524,8.6566
0.03864,0.037477,0.038576,38.622,18.646,41.371,8.3392,38.316,8.5908
0.023116,0.02242,0.023076,38.697,18.867,41.447,8.2796,38.111,8.5301
0.013827,0.01341,0.013803,38.762,19.081,41.513,8.2238,37.906,8.4731
0.0082698,0.0080205,0.0082553,38.821,19.294,41.573,8.1704,37.698,8.4185
0.0049459,0.0047967,0.0049372,38.877,19.51,41.63,8.1183,37.485,8.3652
0.0029579,0.0028687,0.0029526,38.931,19.736,41.685,8.0662,37.261,8.3117
0.0017689,0.0017156,0.0017658,38.985,19.979,41.741,8.0129,37.019,8.257
0.0010579,0.0010259,0.001056,39.042,20.246,41.8,7.9567,36.753,8.1992
0.00063263,0.00061354,0.00063149,39.104,20.552,41.863,7.8958,36.447,8.1365
0.0003783,0.00036689,0.00037762,39.172,20.914,41.934,7.8274,36.085,8.0661
0.00022601,0.0002192,0.00022561,39.252,21.366,42.016,7.7475,35.634,7.9836
0.00013501,0.00013094,0.00013477,39.35,21.963,42.118,7.6494,35.037,7.8822
8.0495e-05,7.8067e-05,8.0351e-05,39.48,22.824,42.251,7.5204,34.175,7.7486
4.7948e-05,4.6502e-05,4.7862e-05,39.666,24.224,42.444,7.3342,32.776,7.5555
2.8519e-05,2.7658e-05,2.8468e-05,39.979,27.036,42.77,7.0215,29.964,7.2302
1.7063e-05,1.6549e-05,1.7033e-05,40.619,33.843,43.438,6.3811,23.157,6.5621
1.0215e-05,9.9064e-06,1.0196e-05,41.885,43.948,44.759,5.1149,13.052,5.2412
6.1134e-06,5.9289e-06,6.1024e-06,43.384,50.303,46.313,3.6164,6.6969,3.6872
3.6586e-06,3.5482e-06,3.6521e-06,44.621,53.477,47.586,2.3794,3.523,2.4142
2.1894e-06,2.1234e-06,2.1855e-06,45.494,55.08,48.478,1.5058,1.9202,1.5215
1.3098e-06,1.2703e-06,1.3075e-06,46.068,55.923,49.061,0.93202,1.0773,0.93867
7.8376e-07,7.6011e-07,7.8235e-07,46.43,56.382,49.428,0.5695,0.61774,0.57213
4.6881e-07,4.5467e-07,4.6797e-07,46.655,56.641,49.654,0.34516,0.35937,0.3461
2.804e-07,2.7194e-07,2.7989e-07,46.792,56.789,49.792,0.20815,0.21113,0.20843
1.6771e-07,1.6265e-07,1.6741e-07,46.875,56.875,49.875,0.12514,0.12485,0.12519
